total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair
38.1,16.8,3.0,1.0,7.6,8.0
71.0,40.5,3.1,4.0,9.7,14.0
67.8,33.2,3.0,3.0,7.1,2.0
66.0,40.3,3.1,3.0,2.2,2.0
69.5,29.2,2.7,2.0,7.0,3.0
50.7,29.9,3.0,2.0,7.1,4.0
70.5,32.4,3.1,3.0,9.2,1.0
71.3,42.1,2.9,4.0,7.4,6.0
97.1,59.2,2.8,3.0,2.5,10.0
132.4,60.9,2.8,5.0,0.9,6.0
59.7,37.6,2.8,2.0,4.6,1.0
46.4,29.2,2.7,2.0,7.5,8.0
71.0,39.0,2.7,3.0,0.0,2.0
48.5,31.5,2.7,1.0,4.2,11.0
41.6,18.7,2.7,2.0,9.0,4.0
129.8,57.1,3.2,5.0,1.8,4.0
59.9,36.5,2.8,2.0,4.3,2.0
71.8,36.6,2.7,4.0,5.3,7.0
68.5,30.1,2.9,3.0,7.4,7.0
66.0,42.9,2.8,2.0,3.8,7.0
87.0,49.6,3.1,3.0,7.7,3.0
67.0,40.9,3.3,3.0,7.8,1.0
51.0,25.0,2.8,2.0,4.3,3.0
64.8,35.6,2.8,3.0,6.1,2.0
68.0,38.1,2.8,3.0,4.4,8.0
75.4,43.7,2.8,3.0,6.9,8.0
62.5,27.5,3.1,2.0,4.6,4.0
105.0,56.7,3.2,4.0,2.0,8.0
62.0,34.1,3.4,3.0,3.6,10.0
69.9,39.1,2.7,2.0,7.6,2.0
59.1,35.5,2.7,1.0,12.3,2.0
52.6,34.2,2.8,1.0,4.2,3.0
64.0,34.6,3.0,3.0,8.6,12.0
63.0,28.4,2.7,3.0,6.7,6.0
63.5,40.6,2.9,3.0,4.1,9.0
68.6,39.1,2.7,3.0,5.3,4.0
63.0,29.0,2.8,3.0,6.4,2.0
62.1,26.7,2.9,3.0,5.8,16.0
64.6,36.2,2.7,2.0,4.6,4.0
79.1,43.5,3.3,4.0,6.0,6.0
81.5,43.2,3.0,2.0,8.4,7.0
60.0,36.6,3.1,2.0,2.4,2.0
72.1,28.8,2.9,4.0,1.6,3.0
66.4,27.2,2.8,3.0,4.8,4.0
68.0,39.4,2.7,2.0,8.7,3.0
91.4,55.8,3.4,4.0,11.2,1.0
47.2,27.4,3.1,2.0,5.6,3.0
65.1,32.5,2.7,3.0,5.9,2.0
89.5,58.2,3.3,3.0,2.8,16.0
64.8,40.2,2.7,3.0,4.3,3.0
59.0,28.9,3.1,1.0,8.4,2.0
169.0,67.6,2.8,5.0,7.9,15.0
65.8,31.6,2.8,2.0,8.0,4.0
62.0,37.2,3.1,2.0,7.3,2.0
64.2,40.4,3.3,2.0,5.6,12.0
72.3,36.1,3.5,3.0,4.1,0.0
64.4,29.6,3.1,3.0,4.3,2.0
116.6,74.6,3.1,5.0,8.7,11.0
63.0,41.0,2.8,2.0,5.1,3.0
65.0,26.0,3.0,3.0,3.2,1.0
64.0,38.4,2.7,2.0,7.5,4.0
70.0,34.3,3.3,3.0,5.8,3.0
129.7,76.5,2.8,5.0,6.7,10.0
112.0,48.2,2.8,4.0,3.7,12.0
60.0,25.2,2.8,2.0,3.8,10.0
82.0,39.4,3.3,3.0,5.1,7.0
61.0,39.6,2.8,2.0,8.5,1.0
137.1,68.5,2.7,5.0,8.3,4.0
58.0,34.2,3.3,2.0,1.0,1.0
65.6,35.4,2.8,2.0,4.8,9.0
67.4,36.4,2.8,2.0,3.4,3.0
52.0,29.6,3.2,1.0,8.3,5.0
58.6,23.4,2.7,2.0,2.6,11.0
74.7,39.6,3.2,3.0,9.0,3.0
70.3,45.0,3.0,3.0,8.2,9.0
66.6,30.6,2.9,3.0,5.2,7.0
64.3,26.4,3.3,2.0,4.5,2.0
90.0,54.9,2.7,4.0,3.8,4.0
69.1,31.1,3.4,3.0,8.4,8.0
58.2,33.8,3.0,2.0,7.1,4.0
70.0,28.7,3.0,2.0,4.4,3.0
71.4,43.6,2.7,4.0,5.6,5.0
68.5,39.0,3.3,3.0,3.9,1.0
63.5,27.3,2.9,3.0,7.8,1.0
46.0,26.2,2.7,2.0,7.2,10.0
75.8,40.2,2.7,3.0,3.0,4.0
92.7,39.9,2.7,3.0,8.5,4.0
96.2,45.2,2.7,4.0,10.4,6.0
105.0,66.2,2.8,3.0,5.7,9.0
65.0,34.5,2.9,3.0,7.0,9.0
59.9,36.5,2.8,2.0,5.5,7.0
62.8,28.3,3.1,3.0,5.6,4.0
67.4,33.7,2.9,3.0,4.2,5.0
76.0,34.2,3.4,3.0,4.6,3.0
77.5,48.8,2.8,3.0,9.2,7.0
63.1,34.7,3.5,2.0,6.7,3.0
112.4,52.8,2.7,4.0,7.8,4.0
84.0,47.0,3.2,3.0,3.3,16.0
80.1,35.2,3.1,4.0,6.9,4.0
53.2,34.0,2.8,2.0,7.7,2.0
107.0,49.2,2.8,4.0,6.8,9.0
65.3,39.8,2.9,2.0,6.8,6.0
68.0,38.1,3.3,2.0,2.3,7.0
62.0,36.6,2.7,2.0,5.1,12.0
86.0,43.9,2.8,2.0,7.9,1.0
51.2,28.7,3.2,2.0,0.3,11.0
61.6,34.5,2.7,2.0,7.2,6.0
63.2,27.2,2.7,3.0,10.6,4.0
67.0,35.5,2.7,3.0,10.7,5.0
58.0,33.1,2.7,1.0,3.4,5.0
67.3,41.7,2.8,3.0,4.4,1.0
79.7,42.2,2.7,3.0,5.2,1.0
69.0,28.3,3.1,3.0,2.0,2.0
63.0,39.7,2.8,3.0,6.2,10.0
68.0,40.1,2.8,3.0,3.3,2.0
125.0,68.8,2.7,5.0,4.1,6.0
60.4,28.4,2.8,2.0,6.6,4.0
65.5,32.8,3.0,2.0,0.4,3.0
116.3,51.2,3.4,3.0,11.6,2.0
74.1,46.7,2.9,3.0,11.5,10.0
50.5,23.7,3.3,2.0,6.1,4.0
75.0,42.8,3.3,4.0,5.7,1.0
65.0,38.4,2.8,3.0,4.6,3.0
67.7,40.6,3.3,2.0,7.3,11.0
61.0,25.6,2.9,2.0,4.1,8.0
63.6,40.7,3.2,2.0,11.9,6.0
52.4,28.3,2.9,1.0,6.5,2.0
62.3,39.9,2.9,2.0,3.5,5.0
65.7,32.2,3.5,2.0,7.9,1.0
53.0,31.8,2.8,2.0,0.6,19.0
105.8,65.6,3.4,5.0,6.4,3.0
65.2,28.7,2.8,3.0,8.0,7.0
114.0,73.0,2.8,4.0,4.5,3.0
64.0,36.5,2.7,2.0,4.8,4.0
138.4,83.0,3.0,4.0,8.6,4.0
67.6,42.6,3.1,2.0,2.4,6.0
74.0,37.7,2.8,2.0,7.0,7.0
80.5,51.5,2.7,3.0,0.6,3.0
36.0,18.4,3.2,1.0,8.3,16.0
64.6,31.0,3.1,2.0,2.8,4.0
103.4,57.9,2.8,3.0,9.3,6.0
76.0,38.8,3.3,2.0,2.6,9.0
95.8,50.8,3.1,2.0,8.9,2.0
71.0,40.5,3.3,3.0,4.2,12.0
60.9,35.3,2.9,3.0,7.6,6.0
68.8,39.9,3.3,3.0,6.1,4.0
62.0,40.3,2.8,3.0,8.4,3.0
86.0,55.9,2.8,2.0,3.2,2.0
61.0,32.9,2.7,2.0,6.1,3.0
64.8,33.7,3.0,3.0,6.6,3.0
63.7,31.2,2.9,2.0,6.6,2.0
110.0,69.3,2.7,3.0,1.1,9.0
53.1,24.4,2.7,1.0,5.5,0.0
52.4,26.7,2.7,2.0,5.8,12.0
57.4,23.5,3.0,2.0,5.6,2.0
39.0,22.6,3.0,1.0,6.7,3.0
97.7,56.7,3.0,3.0,3.6,6.0
86.4,47.5,2.7,3.0,7.4,8.0
59.0,34.2,2.7,1.0,4.5,3.0
65.3,32.6,2.9,2.0,5.1,2.0
71.1,45.5,3.0,4.0,9.2,14.0
68.6,41.8,3.0,2.0,7.8,6.0
61.0,31.1,2.7,2.0,4.3,4.0
70.1,42.8,2.8,3.0,6.5,2.0
62.0,36.0,2.7,3.0,2.0,6.0
69.0,32.4,2.8,3.0,0.7,14.0
66.6,30.6,3.0,3.0,10.7,1.0
50.1,23.0,3.4,2.0,7.3,6.0
88.2,38.8,3.2,4.0,6.5,2.0
85.5,55.6,2.7,3.0,4.3,5.0
81.6,50.6,3.1,2.0,1.4,4.0
67.4,34.4,3.4,3.0,3.2,3.0
85.4,47.8,2.7,3.0,10.1,5.0
59.3,30.2,2.7,2.0,3.2,12.0
58.3,33.2,3.2,2.0,1.3,6.0
84.8,38.2,2.7,4.0,2.4,3.0
63.7,33.1,3.0,3.0,7.5,4.0
46.4,29.7,3.4,1.0,4.5,2.0
58.0,37.1,3.2,2.0,7.1,4.0
70.3,28.1,2.7,3.0,5.4,2.0
55.1,24.2,2.9,1.0,5.0,3.0
69.9,34.3,3.2,2.0,8.7,7.0
62.6,29.4,3.4,2.0,8.4,3.0
66.5,28.6,3.3,2.0,7.7,5.0
55.0,33.6,2.7,1.0,3.4,8.0
87.5,54.2,2.7,4.0,3.3,4.0
58.1,24.4,3.3,2.0,7.2,11.0
73.3,41.8,3.0,3.0,2.6,2.0
99.0,59.4,3.2,4.0,3.8,9.0
61.1,27.5,2.8,2.0,1.5,8.0
64.7,30.4,3.1,3.0,4.1,11.0
73.0,36.5,2.9,4.0,6.9,6.0
68.4,33.5,3.0,2.0,0.1,5.0
47.8,28.2,3.2,1.0,1.6,3.0
82.2,36.2,2.9,4.0,7.6,4.0
62.1,39.7,3.0,2.0,7.3,2.0
57.6,30.0,2.8,2.0,5.2,6.0
63.1,27.1,2.8,2.0,6.5,7.0
73.0,35.8,2.8,3.0,8.1,5.0
68.2,38.2,2.8,3.0,8.3,2.0
99.8,59.9,2.7,3.0,9.3,3.0
57.3,33.2,2.8,2.0,4.7,0.0
52.6,30.5,3.4,1.0,0.4,1.0
70.0,44.8,2.9,2.0,3.7,7.0
55.6,27.2,2.8,2.0,9.4,6.0
63.8,33.8,2.7,3.0,4.7,2.0
64.0,28.8,3.2,2.0,6.9,9.0
71.7,41.6,3.0,4.0,1.4,9.0
87.7,46.5,2.7,3.0,7.1,2.0
63.1,25.9,3.2,2.0,5.4,4.0
79.0,33.2,3.1,3.0,11.4,3.0
55.0,31.4,2.8,1.0,2.6,6.0
114.5,72.1,3.5,4.0,6.2,1.0
60.9,24.4,2.8,2.0,7.6,0.0
58.0,34.2,2.8,2.0,8.3,3.0
48.2,28.9,2.7,1.0,7.4,2.0
58.1,33.1,2.7,2.0,3.8,3.0
152.0,63.8,3.0,5.0,6.7,3.0
44.0,25.1,3.0,1.0,8.9,11.0
70.4,32.4,3.4,4.0,4.1,5.0
137.3,76.9,2.7,4.0,5.5,13.0
67.7,28.4,2.8,3.0,6.5,3.0
60.6,39.4,2.8,3.0,9.3,5.0
67.0,30.2,2.9,2.0,5.7,11.0
104.0,62.4,2.7,3.0,4.6,3.0
141.0,69.1,2.7,5.0,9.4,8.0
73.0,46.7,2.7,2.0,2.3,1.0
57.4,30.4,2.9,2.0,4.4,4.0
80.0,36.0,2.9,4.0,5.1,12.0
62.0,35.3,2.7,2.0,7.6,3.0
79.0,42.7,3.2,3.0,6.1,4.0
61.9,29.7,2.7,3.0,8.0,2.0
132.2,63.5,3.3,5.0,6.3,3.0
67.2,27.6,3.3,3.0,5.8,3.0
82.0,34.4,2.8,3.0,4.2,0.0
74.0,37.7,2.9,3.0,9.4,3.0
67.0,38.9,2.9,3.0,5.1,4.0
70.3,44.3,2.7,4.0,4.8,9.0
90.0,40.5,3.1,2.0,4.7,6.0
65.0,29.2,3.0,3.0,9.6,6.0
61.0,31.7,3.0,3.0,6.4,1.0
52.0,25.0,2.8,2.0,4.6,3.0
60.2,28.9,3.1,2.0,5.7,11.0
68.1,42.9,3.0,2.0,11.6,6.0
54.0,27.0,2.7,2.0,1.5,9.0
61.9,37.1,2.9,2.0,3.3,11.0
62.0,40.3,2.7,2.0,4.3,4.0
64.7,38.2,2.7,2.0,8.3,12.0
90.0,47.7,2.7,2.0,3.8,9.0
71.1,32.7,3.4,4.0,3.6,12.0
78.6,50.3,3.1,3.0,5.5,2.0
44.9,20.2,2.7,1.0,10.5,9.0
70.0,30.8,3.3,3.0,4.3,0.0
65.6,40.7,2.7,3.0,1.4,5.0
67.0,28.8,2.9,2.0,2.1,1.0
60.7,38.2,3.3,3.0,6.1,5.0
44.3,18.6,2.7,2.0,6.5,7.0
173.0,98.6,2.8,5.0,8.9,1.0
68.2,36.1,2.9,3.0,2.7,3.0
73.1,35.8,2.8,3.0,12.3,8.0
35.9,22.3,2.9,1.0,4.4,4.0
61.0,33.5,3.0,2.0,1.9,3.0
107.7,51.7,2.7,4.0,7.5,7.0
57.4,28.7,2.7,1.0,6.8,2.0
121.1,65.4,2.9,4.0,0.8,3.0
68.9,35.1,3.2,3.0,7.5,6.0
70.0,28.0,2.9,3.0,4.2,1.0
73.1,32.2,3.3,4.0,8.2,3.0
64.0,33.3,2.7,2.0,5.3,1.0
61.5,28.9,2.7,2.0,3.3,3.0
65.6,31.5,3.0,2.0,6.2,1.0
107.0,54.6,2.7,5.0,8.5,11.0
67.0,34.2,3.0,2.0,7.3,15.0
74.0,31.1,2.7,3.0,7.6,1.0
139.1,68.2,3.0,5.0,6.7,11.0
67.0,38.2,2.8,3.0,7.6,1.0
44.2,23.4,2.8,1.0,6.1,3.0
66.0,38.9,2.7,3.0,4.6,2.0
121.6,62.0,3.0,6.0,8.1,3.0
65.0,29.9,2.7,3.0,6.8,10.0
59.6,24.4,3.0,2.0,5.4,1.0
173.0,107.3,2.7,7.0,6.7,12.0
68.0,30.6,2.7,3.0,4.0,1.0
62.6,25.0,2.7,2.0,7.4,12.0
58.0,34.8,2.7,2.0,6.8,9.0
78.0,45.2,2.7,4.0,3.5,12.0
69.5,32.0,3.1,3.0,5.1,8.0
62.7,29.5,3.0,2.0,8.4,7.0
74.6,34.3,3.0,4.0,6.2,12.0
64.7,39.5,3.4,2.0,2.2,6.0
58.8,34.7,2.9,2.0,0.4,1.0
54.8,21.9,2.9,1.0,3.2,5.0
66.0,40.3,2.8,2.0,7.8,11.0
63.5,33.7,3.2,3.0,10.3,8.0
68.0,29.2,2.8,2.0,2.2,2.0
113.1,61.1,3.0,5.0,10.6,3.0
89.6,45.7,2.8,2.0,1.7,3.0
69.0,38.6,2.8,3.0,5.1,10.0
59.6,29.2,2.7,1.0,7.6,3.0
65.0,31.9,3.1,2.0,3.0,6.0
43.0,26.7,2.8,1.0,10.7,4.0
58.0,24.4,2.7,2.0,1.6,4.0
149.6,83.8,2.8,5.0,9.1,5.0
77.0,42.4,2.7,4.0,3.3,2.0
62.0,40.3,3.1,2.0,4.9,4.0
60.4,32.6,3.0,2.0,4.5,4.0
69.6,29.9,3.3,3.0,5.9,8.0
145.4,75.6,2.9,5.0,7.2,1.0
69.0,29.7,2.7,2.0,3.8,8.0
57.9,37.1,2.9,2.0,7.3,7.0
56.6,26.6,2.7,1.0,7.6,3.0
67.4,43.8,2.7,3.0,2.4,7.0
63.7,40.8,2.8,3.0,7.8,3.0
86.0,55.9,3.3,3.0,8.1,3.0
59.3,24.3,2.8,2.0,5.3,0.0
70.4,45.8,2.7,3.0,7.3,4.0
41.7,20.9,3.4,1.0,10.0,4.0
89.2,39.2,3.2,4.0,3.8,2.0
66.5,29.9,3.3,2.0,6.7,7.0
73.6,44.2,3.2,4.0,5.2,5.0
23.2,12.1,2.8,1.0,3.7,3.0
87.0,40.9,2.8,3.0,13.2,3.0
65.4,34.7,2.7,3.0,8.1,9.0
69.0,31.7,3.0,3.0,9.2,7.0
59.0,31.9,3.2,2.0,11.2,6.0
67.2,34.3,2.8,2.0,5.8,12.0
62.1,28.6,3.0,3.0,2.7,1.0
92.0,45.1,3.0,3.0,1.2,5.0
63.6,25.4,2.8,2.0,13.7,5.0
58.0,31.3,3.2,2.0,5.9,4.0
56.1,29.2,2.7,2.0,6.8,9.0
80.0,40.8,2.9,3.0,6.4,11.0
88.7,40.8,2.7,2.0,0.9,9.0
64.6,27.8,2.7,2.0,9.2,0.0
42.4,24.6,2.8,1.0,1.4,15.0
65.0,38.4,3.0,3.0,5.7,10.0
106.0,54.1,3.1,4.0,4.4,4.0
72.0,36.0,3.0,4.0,5.1,3.0
66.8,27.4,3.2,2.0,2.6,5.0
66.0,38.3,2.9,3.0,5.3,11.0
57.0,23.4,2.9,2.0,8.6,2.0
45.7,25.1,2.8,1.0,7.5,0.0
48.7,21.9,3.0,2.0,11.7,11.0
67.1,42.9,2.8,3.0,0.4,7.0
72.7,42.2,2.8,2.0,7.9,3.0
69.2,41.5,3.0,2.0,4.3,7.0
67.4,36.4,3.0,2.0,5.2,4.0
145.0,89.9,2.7,4.0,5.5,9.0
59.2,36.7,2.8,2.0,3.9,7.0
99.3,43.7,2.9,3.0,2.4,2.0
60.0,38.4,2.9,2.0,2.4,3.0
73.1,45.3,2.7,4.0,4.5,16.0
62.3,36.8,3.2,3.0,5.2,15.0
72.8,40.8,2.8,2.0,9.6,0.0
108.1,46.5,2.8,3.0,5.7,10.0
56.4,36.1,2.7,2.0,4.7,4.0
71.3,34.2,2.7,3.0,5.4,7.0
82.9,39.0,3.2,3.0,5.9,2.0
79.1,41.9,2.7,4.0,8.3,9.0
99.8,54.9,3.2,4.0,8.4,5.0
84.5,39.7,2.8,3.0,7.4,3.0
52.5,24.7,2.8,1.0,11.6,9.0
93.0,54.9,3.0,3.0,2.6,3.0
58.3,24.5,2.7,1.0,9.8,4.0
70.4,39.4,3.5,2.0,9.1,5.0
64.0,28.2,2.9,3.0,10.3,6.0
49.0,30.4,2.8,2.0,6.2,7.0
68.0,29.2,2.9,2.0,3.7,10.0
70.2,42.1,2.7,4.0,7.1,5.0
68.0,38.8,3.0,2.0,10.2,3.0
98.7,42.4,2.8,3.0,5.3,1.0
185.9,104.1,3.3,6.0,8.3,8.0
67.0,34.2,2.7,3.0,6.5,11.0
59.3,29.6,2.9,1.0,2.2,5.0
42.4,23.7,3.0,1.0,6.3,5.0
72.0,46.8,3.0,4.0,8.6,8.0
73.0,44.5,3.1,4.0,9.5,2.0
105.9,49.8,2.7,3.0,7.5,9.0
52.6,26.3,2.7,2.0,2.8,3.0
66.3,32.5,2.7,3.0,6.8,8.0
59.3,30.2,2.7,2.0,11.7,2.0
67.9,43.5,2.7,2.0,3.9,8.0
64.1,36.5,2.7,2.0,5.1,7.0
69.0,43.5,2.7,3.0,5.0,2.0
79.0,41.9,2.8,3.0,2.4,3.0
69.0,40.0,2.7,3.0,7.0,7.0
157.9,94.7,2.8,5.0,4.3,4.0
63.8,40.2,2.7,2.0,7.3,0.0
76.1,44.1,2.7,3.0,6.9,9.0
62.0,32.9,2.7,2.0,9.5,6.0
58.0,36.0,2.7,2.0,5.1,6.0
68.0,38.8,2.9,3.0,6.5,2.0
58.2,25.0,2.9,2.0,3.5,5.0
41.0,20.9,3.2,1.0,4.1,5.0
60.9,33.5,2.8,2.0,9.2,11.0
78.6,33.8,3.3,2.0,2.9,2.0
61.9,31.6,3.4,3.0,6.6,7.0
55.2,29.3,2.8,2.0,6.1,6.0
65.6,40.7,2.8,2.0,7.7,8.0
70.3,39.4,3.3,4.0,5.0,9.0
65.8,29.6,2.8,2.0,8.4,8.0
54.5,34.9,2.7,1.0,3.3,3.0
93.1,38.2,2.7,2.0,6.1,1.0
61.2,33.0,2.8,3.0,8.3,4.0
65.0,39.0,2.8,2.0,7.6,3.0
66.0,35.0,2.7,3.0,8.3,1.0
58.6,34.0,3.1,1.0,4.4,4.0
94.0,55.5,2.7,3.0,7.3,9.0
44.4,19.1,3.0,2.0,2.7,14.0
82.2,46.9,2.7,2.0,9.6,8.0
63.5,29.2,2.7,3.0,2.6,10.0
73.8,33.2,2.7,3.0,9.2,8.0
42.2,21.5,2.7,2.0,3.8,6.0
92.8,39.9,3.0,4.0,9.0,2.0
56.4,22.6,2.8,2.0,7.6,6.0
64.8,32.4,2.7,3.0,7.7,0.0
83.7,53.6,2.7,2.0,4.2,5.0
66.3,39.8,2.9,2.0,7.4,1.0
74.3,32.7,3.0,4.0,8.7,5.0
66.0,26.4,3.1,2.0,10.6,2.0
62.5,31.2,2.9,3.0,4.8,15.0
50.0,26.0,2.7,2.0,4.7,3.0
63.8,31.9,3.0,3.0,8.6,6.0
52.0,31.7,3.0,2.0,10.4,5.0
57.7,27.7,2.8,2.0,7.6,12.0
64.0,36.5,3.0,3.0,2.1,5.0
71.0,36.9,3.3,4.0,7.1,7.0
67.5,31.1,2.8,3.0,4.3,7.0
61.6,35.1,3.5,3.0,9.7,4.0
65.7,42.0,2.9,3.0,9.5,4.0
33.0,17.8,2.7,1.0,9.4,5.0
74.5,39.5,2.7,4.0,6.5,2.0
63.5,26.0,2.7,3.0,7.7,5.0
68.6,27.4,2.7,3.0,5.2,2.0
67.5,42.5,2.7,2.0,7.2,4.0
64.0,30.7,3.1,2.0,4.7,3.0
196.4,102.1,2.8,5.0,7.7,3.0
45.0,18.4,2.7,1.0,11.8,7.0
93.0,55.8,2.9,3.0,6.3,4.0
63.0,31.5,2.8,3.0,7.4,8.0
52.3,31.4,2.7,1.0,6.7,3.0
63.7,26.8,3.2,3.0,2.5,8.0
82.7,50.4,3.2,2.0,3.7,5.0
78.5,50.2,2.7,2.0,4.6,2.0
75.0,30.8,2.8,3.0,5.7,2.0
68.5,29.5,2.8,2.0,5.2,7.0
73.0,37.2,3.0,2.0,3.8,2.0
81.6,39.2,2.9,3.0,3.0,9.0
71.2,46.3,3.0,4.0,7.4,7.0
51.0,23.5,2.9,2.0,3.6,2.0
99.6,47.8,2.7,3.0,7.7,2.0
55.8,34.0,2.9,2.0,9.5,7.0
63.4,26.0,2.7,3.0,5.6,6.0
77.0,38.5,2.7,3.0,4.8,8.0
55.0,29.7,2.9,2.0,0.4,7.0
64.0,28.2,2.8,2.0,4.8,5.0
60.4,26.6,3.1,2.0,8.1,2.0
62.4,35.6,3.3,3.0,1.6,7.0
60.7,38.2,2.9,2.0,7.3,3.0
66.2,35.1,2.7,3.0,9.5,9.0
57.7,35.2,2.7,1.0,6.8,1.0
63.6,34.3,2.7,2.0,5.0,2.0
75.5,40.0,2.8,2.0,11.8,1.0
65.7,30.2,2.8,3.0,8.0,6.0
74.0,31.1,3.0,2.0,6.7,1.0
68.4,37.6,2.9,2.0,5.4,3.0
68.3,40.3,3.0,3.0,0.3,13.0
119.5,74.1,2.8,4.0,7.4,16.0
37.1,21.1,2.9,1.0,7.7,3.0
61.4,36.2,2.7,2.0,4.6,2.0
63.8,40.2,2.9,3.0,8.1,2.0
73.0,30.7,2.8,4.0,12.4,3.0
62.0,35.3,2.9,2.0,10.5,6.0
73.5,43.4,2.8,3.0,4.2,6.0
125.0,70.0,2.8,4.0,0.1,5.0
63.2,36.7,3.2,2.0,11.4,10.0
67.1,32.9,2.8,2.0,6.4,11.0
71.6,45.1,2.9,3.0,4.9,6.0
70.0,33.6,2.9,3.0,4.8,3.0
95.3,44.8,3.0,3.0,8.6,8.0
51.0,31.6,3.4,1.0,5.8,9.0
54.0,24.8,2.7,1.0,6.1,4.0
134.0,79.1,2.7,5.0,11.2,5.0
94.6,50.1,3.1,4.0,6.7,2.0
64.0,30.1,3.4,3.0,1.6,3.0
81.9,33.6,3.1,4.0,7.0,2.0
66.2,42.4,3.2,2.0,5.9,5.0
58.1,28.5,2.8,1.0,4.8,4.0
56.1,24.7,3.0,1.0,8.7,16.0
70.7,38.9,3.3,2.0,0.3,16.0
94.8,51.2,3.3,3.0,6.3,15.0
77.0,50.1,2.7,4.0,9.8,15.0
128.8,78.6,2.9,4.0,6.4,2.0
67.0,26.8,2.8,2.0,1.7,5.0
66.6,42.6,2.8,2.0,5.7,3.0
68.7,32.3,3.1,2.0,2.9,10.0
64.7,27.2,2.7,2.0,3.0,6.0
58.5,36.3,2.7,2.0,5.7,5.0
68.2,34.1,2.7,3.0,6.3,1.0
167.0,73.5,3.0,6.0,4.6,14.0
42.6,17.9,2.8,2.0,0.8,6.0
64.1,36.5,2.7,3.0,2.6,3.0
64.3,27.0,2.8,2.0,6.0,12.0
64.3,31.5,3.4,3.0,8.2,2.0
45.5,27.3,3.0,1.0,12.1,19.0
86.0,34.4,3.0,4.0,2.1,2.0
153.4,95.1,2.9,5.0,5.9,9.0
54.6,35.5,2.8,1.0,6.6,1.0
56.7,33.5,3.4,2.0,6.1,8.0
61.1,28.1,2.8,2.0,3.8,9.0
63.0,30.2,2.8,2.0,0.5,12.0
73.0,46.0,3.2,3.0,7.1,7.0
58.0,30.2,2.9,1.0,8.4,6.0
73.2,35.1,3.5,4.0,8.5,4.0
50.2,28.1,3.0,1.0,1.9,6.0
64.7,36.2,2.8,3.0,4.5,12.0
79.3,46.0,2.7,3.0,1.8,9.0
65.8,36.2,2.8,2.0,9.6,3.0
58.0,24.4,2.9,2.0,2.4,5.0
67.0,27.5,3.2,2.0,9.1,1.0
64.4,30.3,2.9,3.0,5.4,5.0
64.4,25.8,3.3,2.0,1.5,8.0
55.5,22.2,2.8,2.0,3.6,9.0
59.7,35.8,3.3,1.0,4.7,1.0
69.1,37.3,3.1,2.0,10.3,7.0
64.8,31.1,2.9,3.0,7.3,5.0
59.0,24.8,2.7,2.0,7.3,16.0
71.4,41.4,2.7,3.0,12.4,3.0
62.0,26.0,3.4,2.0,5.7,3.0
79.8,38.3,3.0,2.0,4.8,15.0
68.0,27.2,2.7,3.0,7.0,4.0
65.0,31.9,3.0,2.0,4.2,1.0
68.7,37.1,2.8,3.0,7.5,0.0
64.9,42.2,2.8,2.0,7.0,2.0
56.0,26.3,2.7,2.0,4.5,2.0
74.0,31.1,3.0,4.0,9.1,8.0
66.3,31.2,3.3,2.0,9.7,1.0
66.5,35.9,2.8,2.0,1.3,1.0
55.2,29.3,2.8,1.0,4.3,4.0
65.8,42.8,2.7,2.0,3.8,8.0
63.0,36.5,3.0,2.0,2.4,7.0
80.0,32.0,3.2,4.0,7.1,3.0
67.8,36.6,3.1,3.0,5.9,3.0
91.4,53.0,3.0,4.0,9.1,3.0
71.3,37.1,3.4,3.0,6.2,0.0
66.0,33.7,3.0,2.0,12.2,5.0
59.0,34.8,2.7,1.0,7.5,7.0
67.1,31.5,3.2,3.0,3.2,14.0
62.4,33.1,3.3,3.0,11.7,8.0
69.1,42.8,2.9,3.0,8.2,6.0
63.0,30.2,2.9,2.0,5.1,4.0
63.0,35.9,2.8,3.0,9.3,4.0
65.0,35.8,2.9,3.0,11.0,1.0
68.2,30.7,2.8,2.0,2.3,3.0
62.6,38.8,2.9,3.0,7.6,7.0
66.0,41.6,2.7,2.0,6.8,1.0
53.0,26.0,2.7,1.0,6.5,4.0
63.8,38.9,3.0,2.0,7.7,3.0
65.0,35.8,3.3,3.0,3.6,6.0
64.0,30.7,2.7,2.0,12.8,2.0
63.3,39.9,3.0,2.0,5.0,8.0
66.5,36.6,3.3,3.0,1.3,7.0
123.0,49.2,3.4,6.0,9.3,0.0
51.0,30.6,3.2,2.0,1.8,7.0
106.0,67.8,2.7,3.0,4.7,5.0
102.5,58.4,2.7,3.0,6.5,6.0
69.4,40.3,2.8,3.0,5.1,3.0
68.0,27.2,2.9,3.0,6.5,3.0
63.4,29.2,2.7,2.0,3.6,9.0
61.7,33.3,3.0,2.0,8.7,1.0
70.3,39.4,2.8,4.0,7.4,8.0
61.9,37.1,2.9,2.0,6.3,10.0
76.4,32.1,2.8,3.0,5.9,11.0
135.7,77.3,2.8,5.0,7.7,7.0
114.0,62.7,2.8,3.0,1.9,3.0
66.6,30.6,2.7,3.0,5.7,6.0
60.3,35.0,2.7,3.0,5.8,2.0
63.2,37.3,2.7,3.0,8.6,4.0
70.5,40.9,2.7,4.0,7.7,16.0
82.3,47.7,2.7,4.0,7.1,2.0
66.2,39.7,2.8,2.0,3.3,10.0
