id,Пол,Возраст,Путешествует с детьми,Путешествует по работе,Тип,Расстояние,Покупка билета онлайн,Питание включено,Наличие wifi,Оценка комфортности места,Оценка качества уборки,Оценка качества обслуживания в пути,Удовлетворён предоставленной услугой
82291706,жен,51,да,да,плацкарт,794,1,1,0,4,2,3,0
48017497,жен,58,нет,нет,плацкарт,988,1,0,0,3,3,1,1
64181120,муж,41,нет,да,плацкарт,1236,1,1,0,1,1,3,0
4819427,муж,29,нет,да,купе,1204,1,0,1,5,5,2,1
77864759,муж,59,да,нет,плацкарт,310,0,0,0,4,4,3,1
10407878,муж,38,нет,да,плацкарт,237,1,0,1,3,3,2,1
23251422,муж,55,нет,нет,плацкарт,770,1,1,1,5,5,4,1
47611636,муж,31,нет,нет,плацкарт,1518,1,0,1,1,1,3,1
90324046,жен,25,нет,нет,купе,729,1,0,1,4,4,4,1
97890969,муж,35,да,нет,купе,661,1,1,1,5,1,2,1
8152099,муж,21,нет,нет,купе,264,0,0,1,5,3,4,1
53243667,муж,42,нет,да,плацкарт,296,1,1,0,1,1,3,1
71854349,жен,28,нет,нет,плацкарт,388,1,0,0,2,2,2,0
38592950,жен,36,нет,да,купе,438,1,1,0,1,1,4,0
86090941,муж,49,да,нет,плацкарт,629,1,0,1,4,4,3,1
90054012,муж,68,нет,нет,плацкарт,1083,1,0,0,5,5,3,1
51568274,жен,60,да,да,плацкарт,1269,1,0,1,1,1,3,1
35281262,жен,32,нет,нет,плацкарт,1057,1,1,0,4,4,3,1
21059764,жен,41,да,нет,плацкарт,407,1,1,0,4,4,2,1
17260101,муж,48,да,нет,плацкарт,705,1,0,1,1,1,5,1
94824910,жен,41,нет,нет,купе,974,1,1,0,5,1,3,1
78571199,жен,18,нет,нет,св,468,1,0,0,3,5,4,1
58547837,жен,62,нет,нет,плацкарт,406,1,1,1,4,5,2,1
3599212,муж,31,нет,да,купе,706,1,1,1,4,4,1,1
20261977,жен,18,нет,да,плацкарт,1784,1,0,0,4,1,3,1
81716850,жен,26,да,нет,плацкарт,1225,1,0,1,1,1,4,1
13303096,жен,79,нет,да,купе,153,1,1,0,3,4,2,1
36678244,жен,57,нет,да,купе,582,1,1,1,2,2,3,0
14398630,жен,50,нет,да,купе,625,1,0,1,4,3,4,1
6031156,муж,46,да,нет,плацкарт,263,0,0,1,3,3,4,1
35427863,жен,65,нет,нет,плацкарт,317,1,0,1,5,3,4,1
28666093,жен,40,нет,да,купе,428,1,1,1,3,3,4,1
91374383,жен,39,нет,да,плацкарт,947,1,0,1,4,4,4,1
56968930,муж,57,нет,нет,плацкарт,2541,1,1,0,5,5,4,1
72325545,жен,34,да,да,св,513,1,1,1,4,4,2,1
12863282,муж,46,да,нет,купе,407,1,1,0,4,4,4,1
18811395,муж,20,нет,нет,плацкарт,770,1,1,1,2,2,2,0
15723865,жен,52,да,да,св,407,0,1,0,2,2,4,1
59749344,муж,54,нет,да,плацкарт,498,1,1,1,3,3,3,1
32156388,муж,20,нет,нет,плацкарт,486,1,0,1,5,5,3,1
85675966,жен,63,нет,нет,плацкарт,622,1,1,1,5,5,5,1
39208343,жен,54,нет,да,плацкарт,402,1,0,1,4,2,3,1
90107969,жен,39,нет,нет,плацкарт,324,1,1,1,5,5,4,1
6019666,муж,36,нет,нет,купе,1139,1,0,0,2,2,4,1
67664796,жен,39,да,нет,плацкарт,899,0,0,0,3,3,3,1
67527103,муж,51,нет,нет,плацкарт,613,1,1,0,4,4,4,1
94020030,муж,53,да,нет,купе,292,1,0,0,2,2,4,0
13614021,жен,23,нет,да,купе,631,1,0,0,4,1,2,1
17222165,муж,41,нет,да,плацкарт,490,1,0,1,2,2,3,1
37742865,жен,33,нет,да,купе,2593,1,0,1,4,4,2,1
17975594,жен,37,нет,нет,плацкарт,309,1,0,0,4,4,4,1
45052866,жен,50,да,нет,плацкарт,1028,1,1,1,2,2,4,1
8459604,муж,33,да,нет,св,544,1,1,0,5,1,3,0
59352262,жен,59,нет,да,св,1883,1,1,0,4,4,4,1
75584983,жен,47,да,да,св,3845,1,1,1,5,5,4,1
41558237,муж,43,нет,нет,плацкарт,189,1,1,1,4,4,3,1
32905598,жен,42,нет,да,плацкарт,905,1,1,1,1,3,2,0
69536459,муж,68,нет,да,купе,648,1,0,0,2,2,3,1
69568879,муж,32,нет,нет,плацкарт,285,1,0,0,1,2,4,1
21403787,жен,53,да,нет,плацкарт,826,1,1,1,3,3,4,1
53003573,муж,39,нет,да,купе,1001,1,1,1,4,4,3,1
59091331,жен,62,да,да,св,1537,1,1,1,4,4,4,1
5626287,муж,40,нет,да,плацкарт,749,1,1,0,3,3,3,1
97588467,муж,30,нет,нет,купе,1911,1,0,1,4,4,4,1
98392650,муж,36,нет,да,купе,711,1,0,0,2,2,3,1
49165612,жен,43,нет,да,плацкарт,307,1,1,0,4,3,2,1
84705748,жен,30,нет,нет,плацкарт,2027,1,1,0,1,1,3,1
32377298,муж,46,да,нет,плацкарт,1148,1,0,0,2,2,4,1
9693978,муж,58,нет,нет,плацкарт,871,1,0,1,2,2,4,1
21021463,жен,24,нет,нет,плацкарт,362,1,1,1,4,4,2,1
6362938,муж,43,нет,да,купе,667,1,0,1,3,3,2,0
62676328,жен,42,да,да,плацкарт,1004,1,1,0,3,3,4,1
11494607,муж,51,нет,нет,плацкарт,667,1,0,0,1,1,2,0
22457726,жен,28,нет,да,купе,509,0,1,0,3,3,2,1
75933842,муж,29,нет,да,св,2494,1,1,1,3,3,4,1
48380579,муж,22,нет,нет,плацкарт,629,1,0,0,3,3,4,1
33835094,жен,58,нет,нет,плацкарт,2176,1,0,1,4,2,3,1
71900039,жен,47,да,да,плацкарт,717,1,1,1,3,5,4,1
87160036,жен,62,нет,нет,плацкарт,614,1,0,1,4,3,2,1
37293925,муж,45,да,нет,плацкарт,1810,0,0,0,1,1,2,1
33065659,муж,56,да,да,плацкарт,891,1,1,1,4,4,2,1
44571100,жен,70,нет,нет,плацкарт,578,1,1,1,4,5,5,1
13472306,муж,54,нет,да,св,2777,1,0,1,2,4,3,1
16811481,жен,31,нет,нет,плацкарт,423,1,0,0,5,5,5,1
94137022,муж,29,нет,да,купе,1029,1,1,0,2,2,2,0
44538116,муж,20,нет,да,купе,768,1,1,0,1,2,3,0
5727222,жен,21,нет,нет,плацкарт,1788,1,1,0,1,1,3,0
79523717,жен,57,нет,нет,плацкарт,764,1,1,0,3,3,1,1
64931448,муж,43,нет,нет,купе,253,1,1,1,3,3,3,1
76212026,жен,30,нет,да,плацкарт,1365,1,1,0,4,4,3,1
10819846,жен,39,нет,да,плацкарт,483,1,0,0,2,2,3,1
69245092,муж,48,да,нет,плацкарт,403,1,1,0,3,3,5,1
18256381,жен,69,нет,нет,плацкарт,194,1,1,0,5,4,4,1
72591460,муж,52,да,нет,св,1513,1,0,0,5,5,5,1
93319879,муж,26,нет,да,плацкарт,1379,1,1,1,1,1,2,1
62136493,муж,34,нет,да,плацкарт,2714,0,0,0,5,5,3,1
17948907,жен,33,нет,да,плацкарт,410,1,1,0,3,2,4,1
92818746,муж,28,да,нет,св,296,1,0,1,5,5,3,1
32994866,муж,54,нет,да,плацкарт,1866,1,1,0,2,2,2,1
17059696,жен,33,нет,да,купе,911,1,1,0,2,2,3,0
90426776,муж,45,нет,да,купе,1219,1,1,1,5,5,3,1
27091550,жен,43,нет,да,плацкарт,953,1,1,1,1,1,4,1
50519365,муж,55,нет,нет,купе,1624,1,0,0,1,1,4,1
78101691,муж,27,нет,да,св,307,1,1,0,3,3,3,1
67900966,муж,36,нет,да,плацкарт,296,1,1,1,3,3,2,1
78344641,жен,55,да,да,св,1572,1,0,1,4,4,4,1
32321371,жен,44,нет,да,плацкарт,1272,1,0,1,1,1,3,1
34871739,муж,54,нет,нет,плацкарт,1158,1,1,1,2,3,3,1
6839465,жен,49,нет,да,купе,626,1,1,1,1,2,4,1
39004411,муж,22,нет,нет,купе,1508,1,1,1,5,5,4,1
35204707,жен,20,нет,да,плацкарт,1158,1,0,0,5,5,3,1
5126034,жен,55,да,нет,плацкарт,821,1,0,1,2,5,2,0
94336,муж,35,нет,нет,плацкарт,733,1,1,1,4,5,5,1
79810214,жен,37,нет,да,плацкарт,1485,1,1,1,5,5,4,1
10606052,жен,25,нет,да,плацкарт,2456,1,1,0,2,2,3,0
94155615,муж,59,нет,нет,плацкарт,228,1,1,0,5,5,2,1
97907658,жен,43,нет,да,плацкарт,816,1,1,0,2,2,4,0
48727911,муж,61,нет,да,плацкарт,621,1,1,1,3,3,3,1
42873932,жен,30,да,да,св,2906,1,1,0,1,1,3,1
89104395,муж,27,нет,да,купе,1022,0,0,0,5,5,3,1
89109891,муж,34,да,да,св,891,1,1,1,5,5,4,1
64043645,жен,67,нет,нет,плацкарт,1477,1,1,0,4,4,5,1
76236058,жен,31,да,нет,плацкарт,1758,1,1,0,5,3,4,1
84145629,муж,27,нет,нет,плацкарт,2491,1,0,1,3,3,4,1
77150798,жен,52,да,нет,плацкарт,234,1,1,0,4,4,4,1
23319767,муж,25,нет,да,плацкарт,800,1,1,1,4,4,2,1
59551393,муж,57,нет,да,плацкарт,138,1,0,1,4,4,2,1
21141857,жен,37,да,да,плацкарт,1707,1,1,0,2,1,3,0
37936888,муж,63,нет,да,купе,2741,0,1,0,5,5,3,1
57565479,муж,37,да,нет,плацкарт,277,0,1,1,5,2,4,1
79756172,жен,47,нет,нет,купе,1707,1,1,1,4,5,2,1
21443209,муж,20,нет,нет,плацкарт,1336,1,1,0,3,3,4,1
97291738,жен,34,нет,да,плацкарт,1179,1,0,0,4,4,4,1
75728831,жен,30,да,нет,плацкарт,667,1,0,0,5,4,4,1
94448077,муж,39,да,нет,плацкарт,1883,1,0,1,2,2,3,0
64331959,муж,47,нет,нет,плацкарт,973,1,1,1,5,5,2,1
83452790,муж,45,нет,нет,плацкарт,1781,1,1,0,3,3,4,1
34840807,муж,70,нет,нет,плацкарт,528,1,0,0,4,4,4,1
76338562,жен,33,нет,нет,плацкарт,344,1,1,0,5,5,4,1
32044526,жен,69,нет,нет,плацкарт,138,1,1,0,5,3,2,1
95378234,жен,67,нет,нет,плацкарт,260,1,1,0,4,4,2,1
19013615,жен,33,да,нет,плацкарт,290,1,1,1,4,4,4,1
61033917,муж,28,нет,нет,плацкарт,628,1,0,1,3,4,4,1
69661489,жен,29,да,да,св,2534,1,1,0,2,2,3,0
7858890,жен,34,нет,нет,плацкарт,227,1,1,1,2,2,3,0
13639152,жен,20,нет,нет,плацкарт,712,1,1,1,3,3,4,1
84436326,муж,37,нет,нет,плацкарт,737,1,0,0,4,4,4,1
66035872,муж,36,нет,да,купе,688,1,0,0,2,2,3,1
77528852,муж,42,нет,да,купе,1543,1,1,1,3,3,3,1
31743241,муж,31,нет,нет,плацкарт,358,1,1,1,3,3,3,1
29427720,муж,26,нет,нет,купе,553,1,1,1,1,1,3,0
5820988,жен,19,нет,нет,плацкарт,410,1,1,1,2,2,3,1
68855090,муж,18,нет,нет,купе,2418,1,1,1,2,2,3,0
29348042,муж,53,нет,нет,св,518,1,0,0,3,5,4,1
45259410,жен,22,нет,нет,плацкарт,318,1,1,1,5,5,3,1
16620766,муж,55,нет,нет,купе,317,1,0,0,3,3,2,1
22956298,жен,52,нет,да,плацкарт,586,1,1,1,3,3,4,1
73996103,муж,58,нет,да,плацкарт,717,1,1,1,4,4,3,1
83316673,жен,64,нет,нет,плацкарт,224,0,0,0,5,4,2,1
31924240,муж,58,нет,нет,купе,839,1,1,1,2,2,4,1
42414389,жен,54,да,нет,плацкарт,582,1,0,1,1,1,3,1
14610184,жен,18,нет,нет,плацкарт,839,1,1,0,2,2,4,1
62739066,муж,41,нет,да,плацкарт,752,1,0,1,5,5,2,1
61830931,муж,60,да,нет,плацкарт,953,1,1,1,2,2,2,0
2880170,муж,25,нет,нет,купе,1964,1,1,0,4,4,5,1
42306429,жен,25,нет,нет,плацкарт,1224,1,0,1,5,5,5,1
20140127,жен,20,нет,да,плацкарт,200,1,1,0,3,5,3,1
98970601,муж,44,нет,нет,купе,246,0,1,0,4,4,2,1
10690249,муж,69,нет,нет,плацкарт,963,1,1,0,2,2,3,0
46424845,жен,59,да,да,плацкарт,570,1,0,1,1,1,3,1
49722811,муж,37,да,нет,плацкарт,899,1,0,1,2,3,4,1
8789738,жен,61,нет,нет,плацкарт,668,1,1,1,3,4,4,1
74019685,жен,40,нет,нет,плацкарт,686,1,1,1,3,3,3,1
85667295,жен,24,нет,нет,плацкарт,358,1,1,1,4,4,3,1
38259188,жен,23,нет,нет,плацкарт,274,0,0,1,1,1,4,0
85053204,жен,64,да,да,плацкарт,436,1,1,0,5,5,2,1
44263935,жен,62,нет,да,плацкарт,298,1,0,1,5,5,3,1
77424729,муж,57,нет,да,купе,379,1,0,1,4,4,3,1
72414177,муж,54,нет,да,св,896,1,1,0,1,1,4,0
53144991,жен,18,нет,нет,купе,237,0,0,1,1,1,2,1
54011547,жен,48,нет,нет,плацкарт,899,1,1,0,4,4,2,1
79520284,муж,50,нет,нет,купе,711,1,1,1,3,3,5,1
30133608,муж,41,нет,нет,плацкарт,428,1,1,0,1,1,4,1
84205135,жен,44,нет,нет,плацкарт,748,0,1,0,4,4,3,1
10211634,жен,59,нет,нет,плацкарт,203,1,1,1,4,4,4,1
8453625,муж,48,нет,нет,плацкарт,2313,1,0,0,4,4,3,1
24488901,муж,29,нет,нет,св,582,1,0,0,4,4,3,1
90726248,муж,56,нет,нет,св,138,1,0,0,4,5,4,1
62144075,жен,51,нет,нет,плацкарт,920,1,0,1,4,1,4,1
19751218,муж,38,нет,да,плацкарт,1453,1,1,0,4,4,3,1
94714719,муж,35,нет,нет,плацкарт,188,1,1,1,1,4,4,1
72024520,жен,40,нет,нет,плацкарт,456,1,1,1,3,3,2,1
3762263,жен,37,нет,да,плацкарт,1241,1,1,0,3,3,3,1
66690356,муж,44,нет,нет,плацкарт,2648,1,0,1,4,4,2,1
69893428,муж,19,нет,нет,плацкарт,1113,1,1,0,5,5,5,1
55309473,жен,25,нет,нет,плацкарт,526,1,1,0,1,1,2,0
42924491,жен,65,нет,да,плацкарт,399,1,1,0,4,5,2,1
203642,муж,43,нет,нет,плацкарт,345,1,0,1,1,1,4,1
8136758,жен,41,да,да,св,2714,1,0,0,4,4,4,1
10699497,жен,45,нет,нет,плацкарт,824,1,0,0,4,4,2,1
40463628,муж,36,да,нет,плацкарт,1624,1,1,1,4,4,4,1
47424143,жен,61,да,нет,плацкарт,188,1,1,0,5,5,3,1
61651831,муж,36,нет,да,купе,439,1,1,1,5,5,2,1
35050221,жен,26,нет,да,плацкарт,1340,1,0,0,3,3,2,1
7741577,муж,63,нет,нет,плацкарт,729,1,1,1,2,2,4,1
57101525,жен,28,нет,нет,плацкарт,729,1,0,1,3,4,4,1
55340129,муж,58,нет,да,плацкарт,1541,1,0,0,2,2,2,0
71651847,жен,41,да,нет,плацкарт,627,1,1,1,3,2,4,1
16473632,жен,58,да,нет,плацкарт,614,1,0,1,1,2,4,1
41688086,муж,23,нет,да,плацкарт,956,1,1,0,3,3,5,1
51087707,муж,62,нет,нет,плацкарт,138,0,1,0,3,3,1,1
81690864,жен,38,нет,нет,плацкарт,882,1,0,1,2,2,4,1
64928101,муж,31,нет,нет,плацкарт,263,0,0,1,5,4,4,1
64233042,муж,62,нет,да,купе,649,1,0,0,2,2,2,0
4165019,жен,23,нет,да,плацкарт,716,1,1,1,1,1,5,1
36877774,жен,42,нет,нет,плацкарт,199,1,0,0,5,3,4,1
68586191,жен,30,нет,да,плацкарт,756,1,0,0,2,2,3,1
81745051,муж,40,нет,нет,плацкарт,177,1,0,1,4,4,2,1
96540337,жен,52,нет,нет,св,384,1,0,0,5,5,3,1
26665426,муж,49,да,нет,плацкарт,890,1,1,1,2,2,3,1
83146881,муж,59,нет,нет,плацкарт,1416,1,0,0,3,3,4,1
44959002,муж,42,да,да,плацкарт,715,1,1,1,1,1,2,0
47818264,жен,37,да,да,плацкарт,2523,1,0,1,5,5,4,1
74105085,жен,33,нет,нет,купе,552,1,1,1,5,3,4,1
27888944,жен,26,нет,нет,купе,1238,1,1,1,1,1,3,0
9864843,муж,66,да,нет,плацкарт,1186,1,0,1,2,2,2,0
56131933,жен,52,да,нет,плацкарт,368,1,0,1,4,4,4,1
13173265,жен,36,нет,нет,плацкарт,466,1,1,1,3,3,4,1
89285795,муж,69,нет,да,купе,446,1,1,1,3,3,3,1
59161009,жен,70,нет,нет,плацкарт,409,1,1,1,3,3,1,1
62000093,муж,38,нет,да,плацкарт,434,1,1,1,5,5,3,1
3523930,муж,45,нет,нет,плацкарт,309,1,1,1,3,3,3,1
38170882,жен,25,нет,нет,плацкарт,899,1,0,1,4,4,3,1
12639753,муж,40,нет,нет,купе,1015,1,1,1,5,5,5,1
24455976,муж,63,нет,да,плацкарт,1106,1,0,1,4,4,3,1
88410719,жен,50,нет,нет,плацкарт,1883,1,0,1,2,4,2,1
62331711,жен,25,нет,нет,плацкарт,2644,0,1,0,2,2,3,1
876531,муж,55,да,нет,плацкарт,1093,1,0,0,4,4,3,1
15736483,муж,66,нет,нет,плацкарт,1164,1,1,0,4,4,4,1
69590581,муж,27,нет,да,плацкарт,606,1,0,1,5,5,3,1
31815640,муж,48,нет,нет,плацкарт,509,1,1,0,1,1,5,1
64187302,жен,57,да,нет,плацкарт,1883,1,1,0,5,5,5,1
50584272,муж,61,нет,да,плацкарт,185,1,0,1,4,4,3,1
5539926,муж,46,нет,да,плацкарт,434,1,1,1,4,4,2,1
95050128,муж,39,нет,нет,плацкарт,145,1,0,0,2,2,3,1
21717049,жен,48,нет,да,купе,165,1,1,1,2,5,3,1
95787642,муж,31,нет,нет,плацкарт,530,1,0,0,2,2,4,1
93550736,жен,61,да,нет,плацкарт,904,1,1,1,4,4,4,1
4306187,жен,43,нет,да,купе,711,1,1,1,2,3,2,1
21558462,жен,42,нет,да,плацкарт,245,1,1,1,2,2,3,1
70074977,муж,31,нет,нет,св,266,1,0,1,5,5,4,1
68823086,жен,51,нет,нет,плацкарт,200,1,1,1,5,5,5,1
62605602,муж,58,нет,нет,купе,1026,0,1,0,4,4,4,1
59413389,жен,61,нет,нет,купе,352,1,0,1,4,1,4,1
33354178,муж,28,нет,нет,плацкарт,1929,1,1,0,4,4,3,1
89241632,жен,29,нет,нет,плацкарт,287,1,1,0,2,2,4,1
52597463,муж,50,нет,да,купе,211,1,1,1,5,5,3,1
50488523,муж,32,нет,нет,плацкарт,688,1,1,0,5,5,2,1
60363940,муж,18,нет,нет,плацкарт,703,1,1,0,1,1,2,0
76741309,муж,26,нет,да,плацкарт,1306,1,1,1,3,3,4,1
67791757,муж,58,да,да,св,3388,1,0,1,3,3,3,1
38018204,жен,38,нет,нет,плацкарт,193,1,1,0,4,4,3,1
62005978,жен,35,нет,да,плацкарт,2512,1,1,1,4,4,3,1
77323332,жен,63,нет,нет,плацкарт,1956,1,0,1,5,4,2,1
2486373,муж,42,да,нет,плацкарт,110,0,0,0,4,4,3,1
11115402,муж,39,нет,да,плацкарт,1054,1,0,1,4,4,3,1
17828966,жен,70,нет,нет,плацкарт,485,1,1,1,5,4,4,1
72167552,муж,46,да,нет,купе,539,1,0,0,3,4,4,1
51174554,жен,73,нет,да,купе,428,1,0,1,4,1,3,1
42920019,жен,25,нет,нет,плацкарт,1533,1,1,0,4,4,3,1
29725397,муж,51,нет,нет,плацкарт,356,1,1,0,5,5,3,1
90419443,жен,26,да,нет,плацкарт,1168,1,1,0,1,1,4,0
19263961,муж,44,нет,нет,плацкарт,2044,1,0,0,4,4,4,1
58381192,жен,70,нет,нет,плацкарт,405,1,1,0,3,4,3,1
29242237,жен,56,нет,нет,плацкарт,200,1,1,1,4,4,4,1
62644549,жен,24,нет,нет,плацкарт,734,1,1,0,2,2,3,0
49762514,жен,34,да,нет,купе,944,1,0,0,4,4,4,1
35650999,муж,42,да,нет,купе,1679,1,1,1,4,4,4,1
99777236,муж,22,нет,да,плацкарт,505,1,0,1,1,1,5,1
89956990,муж,68,нет,нет,плацкарт,393,1,1,0,5,1,2,1
14927336,муж,68,нет,нет,купе,1497,1,0,0,1,1,4,1
24307178,жен,52,да,да,плацкарт,973,1,1,0,2,2,2,0
86322677,жен,37,нет,да,плацкарт,434,1,1,1,4,4,2,1
45913766,муж,60,да,да,св,1984,1,1,0,2,2,2,1
39146930,жен,31,нет,нет,плацкарт,374,1,1,1,1,1,4,1
55081203,жен,36,да,да,плацкарт,583,1,1,1,4,3,3,1
8097713,жен,58,нет,нет,плацкарт,1512,1,1,1,5,4,3,1
43446569,жен,23,нет,нет,плацкарт,2036,1,0,0,2,2,2,0
89981144,муж,42,нет,да,плацкарт,449,1,1,1,4,4,5,1
35710500,жен,68,нет,да,плацкарт,1046,1,1,0,4,4,3,1
16087334,муж,43,нет,нет,плацкарт,317,1,0,0,3,3,4,1
81050266,муж,23,нет,нет,купе,1259,1,1,1,1,1,3,1
1681936,муж,44,нет,да,плацкарт,462,1,0,0,2,2,4,1
78616795,жен,22,нет,да,плацкарт,2016,1,1,0,5,5,4,1
86804738,жен,63,нет,нет,плацкарт,1383,1,1,1,4,5,5,1
93510600,жен,67,нет,нет,плацкарт,1156,1,1,1,4,2,4,0
6799976,муж,59,нет,да,плацкарт,1888,1,1,0,1,1,2,1
19513760,жен,51,нет,нет,плацкарт,547,1,1,1,5,5,3,1
67947994,жен,47,нет,да,плацкарт,236,1,1,1,3,4,2,1
91888028,жен,41,нет,да,плацкарт,565,1,0,1,3,3,3,1
14099852,жен,56,нет,нет,плацкарт,1176,1,1,1,4,4,3,1
32294522,муж,68,нет,нет,плацкарт,241,1,0,1,5,5,2,1
73600243,жен,63,да,нет,плацкарт,410,1,1,1,4,4,4,1
43234194,муж,68,нет,да,купе,265,1,0,1,3,3,2,1
51971463,муж,38,нет,нет,купе,726,1,0,1,4,2,4,1
29149259,муж,21,нет,нет,плацкарт,294,1,1,1,4,4,3,1
38480349,жен,27,нет,нет,купе,680,1,1,0,1,1,3,1
34785008,жен,34,нет,нет,плацкарт,302,1,0,1,5,5,2,1
86372970,жен,46,нет,нет,плацкарт,1211,1,1,1,5,3,5,1
87747941,муж,60,нет,да,плацкарт,709,0,0,0,5,5,4,1
30174543,муж,44,нет,нет,плацкарт,415,1,1,1,2,2,4,1
4017124,жен,27,нет,да,плацкарт,537,1,1,1,5,5,3,1
56311976,жен,57,да,нет,плацкарт,2602,1,0,1,5,5,5,1
78795706,муж,34,нет,нет,плацкарт,1758,1,1,1,4,4,3,1
5335582,муж,44,нет,да,плацкарт,1049,1,1,0,1,1,2,0
72539913,жен,48,нет,нет,плацкарт,2502,1,0,1,2,2,3,1
47163932,муж,30,нет,нет,плацкарт,682,1,1,1,4,4,4,1
15575283,муж,36,нет,нет,купе,2623,1,1,0,3,3,3,1
55469185,муж,42,нет,да,плацкарт,947,1,1,0,5,5,3,1
53534550,муж,67,нет,нет,купе,657,1,1,0,1,1,5,1
53282826,муж,36,нет,да,плацкарт,774,1,1,1,5,5,2,1
87783876,жен,43,нет,нет,плацкарт,817,1,1,0,4,4,2,1
86770298,муж,61,да,нет,плацкарт,641,1,0,0,2,2,4,1
89729062,жен,56,нет,да,плацкарт,2285,1,0,1,3,1,3,1
30474528,муж,57,нет,да,плацкарт,1886,1,0,1,3,3,3,1
23863152,жен,47,нет,нет,плацкарт,631,1,1,0,4,4,2,1
30256297,муж,60,да,да,плацкарт,1001,1,1,1,5,3,3,1
16843528,жен,36,нет,да,плацкарт,768,1,1,1,3,3,3,1
18743568,жен,24,нет,да,плацкарт,785,1,1,1,1,1,4,1
17214862,жен,43,да,нет,плацкарт,345,1,1,1,2,2,4,1
56418621,жен,32,нет,нет,плацкарт,992,1,1,0,4,2,5,1
71626926,жен,19,нет,да,плацкарт,235,0,0,0,4,4,3,1
91806237,жен,50,да,да,св,1731,1,0,1,4,4,4,1
42248339,муж,54,нет,да,св,748,1,1,0,4,4,4,1
71332059,муж,22,нет,нет,плацкарт,540,1,1,1,1,4,3,0
59047565,муж,68,нет,нет,плацкарт,636,1,1,1,2,2,2,0
40796824,жен,34,нет,да,купе,957,1,0,1,3,3,3,1
35983070,муж,39,да,нет,купе,176,1,1,1,1,1,3,0
19021756,жен,51,нет,да,плацкарт,870,1,0,0,3,4,2,1
80377914,муж,64,да,да,плацкарт,288,1,1,1,3,3,3,1
81114396,жен,22,нет,да,плацкарт,211,1,0,0,5,5,3,1
1017835,жен,62,да,нет,плацкарт,899,1,1,0,2,1,4,1
55478966,жен,56,нет,нет,плацкарт,1122,1,1,1,4,3,3,1
59241955,жен,49,нет,нет,плацкарт,374,1,1,1,4,4,5,1
45520470,муж,69,нет,нет,купе,688,1,1,0,2,5,4,1
59900701,муж,44,нет,да,плацкарт,382,1,1,0,1,1,1,0
93916326,жен,50,да,да,плацкарт,1500,1,1,1,4,2,3,0
13407907,жен,61,нет,да,купе,342,1,0,1,4,4,3,1
22739754,жен,51,нет,да,купе,1123,1,0,1,3,3,3,1
73337135,муж,24,нет,да,купе,1485,1,0,1,3,3,3,1
51827080,жен,64,нет,да,плацкарт,1065,1,1,1,1,1,3,1
29164165,муж,34,нет,да,купе,726,1,1,1,5,5,4,1
5573838,жен,40,да,нет,купе,949,1,1,1,1,1,4,0
70344466,муж,30,нет,да,купе,180,1,0,1,3,5,2,1
13009921,муж,22,нет,нет,плацкарт,1313,1,0,0,4,4,3,1
49722995,муж,30,нет,да,купе,1232,0,1,0,5,5,2,1
52492385,муж,30,нет,нет,плацкарт,719,1,1,0,5,1,3,0
54273776,жен,20,нет,нет,плацкарт,566,1,1,1,2,2,5,1
97213527,муж,39,да,да,плацкарт,899,1,0,0,2,4,4,1
34952325,муж,43,нет,нет,плацкарт,408,1,0,1,1,1,4,1
10754901,жен,45,нет,да,купе,881,1,0,1,5,2,3,1
91522112,жен,40,нет,да,плацкарт,1810,1,1,1,3,3,2,1
98886239,жен,53,да,нет,плацкарт,277,1,1,1,2,2,4,1
94672760,муж,22,нет,да,плацкарт,276,1,1,1,5,5,4,1
56971273,муж,47,да,нет,плацкарт,2219,1,0,1,4,4,4,1
54549240,жен,62,нет,нет,плацкарт,1551,1,1,0,3,4,3,1
53830921,жен,48,нет,нет,плацкарт,2027,1,0,1,3,2,4,1
57740299,муж,52,нет,да,плацкарт,614,1,1,1,2,2,3,0
23397504,жен,32,нет,да,плацкарт,303,1,0,1,4,4,4,1
56995669,жен,36,нет,да,плацкарт,962,1,0,0,2,2,3,1
89818767,жен,52,нет,да,плацкарт,991,1,0,1,1,5,5,1
32930403,жен,36,да,нет,плацкарт,180,1,0,1,4,4,3,1
73374140,муж,24,нет,нет,купе,729,1,0,0,4,4,2,1
12302918,жен,49,нет,да,св,1657,1,0,1,2,3,4,1
89872674,муж,37,нет,да,купе,290,0,0,0,4,4,3,1
47040945,жен,61,нет,нет,плацкарт,428,1,0,0,4,5,4,1
16152975,муж,27,нет,нет,плацкарт,391,1,0,1,1,1,3,0
78310521,муж,41,да,нет,купе,795,1,1,0,3,2,4,1
63676001,муж,54,да,нет,плацкарт,936,1,1,1,4,4,5,1
57466702,муж,54,да,нет,плацкарт,464,1,0,1,4,4,2,1
99711294,жен,30,да,нет,купе,573,1,1,1,5,5,4,1
87243251,муж,28,да,да,плацкарт,2112,1,0,1,1,1,3,1
1883574,муж,27,нет,да,св,1106,1,1,1,5,5,3,1
74602919,муж,24,нет,да,плацкарт,320,1,0,0,4,5,4,1
91504765,жен,54,да,нет,плацкарт,2491,1,1,1,3,3,3,1
39739786,муж,45,да,нет,плацкарт,949,1,0,0,2,2,3,0
53251400,муж,60,нет,да,плацкарт,261,1,1,1,3,3,3,1
82131227,жен,61,нет,нет,плацкарт,904,1,1,1,3,4,5,1
