score,duration,promo,robocats,label
9,0.06,0,0,0
4,0.06,1,0,2
1,0.13,0,0,1
6,0.03,1,0,2
0,0.27,0,0,1
1,0.01,0,0,1
6,0.64,1,0,2
3,0.23,0,0,1
10,0.28,1,0,0
7,0.38,1,0,2
9,0.05,1,0,0
7,1.49,1,0,2
10,0.16,1,0,0
0,0.6,0,0,1
10,1.12,1,0,0
0,0.05,0,0,1
10,0.24,1,0,0
6,0.46,1,0,2
0,2.47,0,0,1
5,0.07,1,0,2
4,0.24,0,0,2
8,0.33,1,0,0
4,0.21,0,0,2
1,0.25,0,0,1
5,0.49,1,0,2
0,0.06,0,0,1
3,0.08,0,0,1
3,0.63,0,0,1
9,0.26,1,0,0
2,0.32,0,0,1
3,0.14,0,0,1
1,0.29,0,0,1
8,0.07,1,0,0
3,0.2,0,0,1
2,0.15,0,0,1
4,0.55,0,0,2
4,0.26,0,0,2
8,0.09,1,0,0
0,0.07,0,0,1
7,0.04,1,0,2
0,0.2,0,0,1
10,0.3,1,0,0
3,0.17,0,0,1
2,0.44,0,0,1
3,0.43,0,0,1
9,0.09,1,0,0
5,0.22,0,0,2
0,0.18,0,0,1
0,0.18,0,0,1
7,0.39,0,0,2
2,1.64,0,0,1
3,2.95,0,1,1
10,0.19,1,0,0
0,0.18,0,0,1
6,0.78,1,0,2
1,0.33,0,0,1
10,0.2,1,0,0
1,0.63,0,0,1
9,0.54,1,0,0
1,0.04,0,0,1
10,1.17,1,0,0
2,0.08,0,0,1
9,0.98,1,0,0
10,0.47,1,0,0
0,0.4,0,0,1
8,0.78,1,0,0
8,0.33,1,0,0
5,0.86,1,0,2
0,0.41,0,0,1
0,1.2,0,0,1
10,0.55,1,0,0
1,0.72,0,0,1
10,0.05,1,0,0
3,0.02,0,0,1
7,0.11,0,0,2
10,0.62,1,0,0
10,0.52,1,0,0
2,0.2,0,0,1
10,1.14,1,0,0
9,0.41,1,0,0
8,0.52,1,0,0
7,0.49,0,0,2
0,1.31,0,0,1
4,0.79,1,0,2
8,0.4,1,0,0
5,0.75,1,0,2
3,1.14,0,0,1
8,1.53,1,0,0
10,0.29,1,0,0
8,1.06,0,1,0
7,0.77,0,1,2
9,0.18,1,0,0
2,0.68,0,0,1
9,1.0,1,0,0
3,0.24,0,0,1
6,0.29,1,0,2
3,0.14,0,0,1
2,0.07,0,0,1
4,0.79,0,0,2
10,0.24,1,0,0
0,0.1,0,0,1
10,0.59,1,0,0
3,1.4,0,0,1
10,0.0,1,0,0
5,0.8,1,0,2
10,0.92,0,0,0
3,0.18,0,0,1
2,0.22,0,0,1
5,0.61,0,0,2
2,5.57,0,1,1
9,0.24,0,0,0
2,0.25,0,0,1
6,0.52,1,0,2
3,0.04,0,0,1
0,1.33,0,0,1
2,0.72,0,0,1
7,0.58,1,0,2
7,0.25,1,0,2
4,1.07,0,1,2
10,0.12,1,0,0
10,0.96,1,0,0
3,0.34,0,0,1
8,0.02,1,0,0
7,0.44,0,1,2
6,0.21,1,0,2
6,0.17,1,0,2
0,0.3,0,0,1
10,0.09,1,0,0
0,0.21,1,0,1
4,0.27,0,0,2
0,0.82,0,0,1
4,0.69,1,0,2
0,11.1,0,1,1
10,3.79,0,0,0
1,0.12,0,0,1
1,0.03,0,0,1
5,0.02,0,0,2
7,0.23,1,0,2
2,0.04,1,0,1
0,0.29,0,0,1
10,0.22,1,0,0
10,1.2,1,0,0
8,2.45,1,0,0
3,0.78,0,0,1
5,0.19,0,0,2
1,0.46,0,0,1
9,0.96,1,0,0
4,0.44,0,1,2
10,0.15,1,0,0
10,0.86,0,0,0
0,0.33,0,0,1
2,0.92,0,0,1
0,0.94,0,0,1
6,0.47,0,0,2
7,1.79,1,0,2
0,0.36,0,0,1
8,0.05,1,0,0
8,0.68,1,0,0
4,0.12,0,0,2
9,0.66,0,0,0
0,0.19,0,1,1
1,1.5,0,1,1
7,1.1,0,1,2
9,0.28,1,0,0
2,0.03,0,0,1
3,0.14,0,0,1
2,0.73,0,0,1
6,0.26,0,0,2
10,0.5,1,0,0
0,2.23,0,0,1
0,0.74,0,0,1
0,1.1,0,0,1
0,0.11,0,0,1
10,0.65,1,0,0
7,0.78,1,0,2
0,0.83,0,0,1
2,0.25,0,0,1
0,1.31,0,0,1
3,0.49,0,0,1
1,0.33,0,0,1
9,4.48,1,0,0
4,1.0,0,1,2
7,0.24,0,0,2
8,1.36,1,0,0
0,0.12,0,0,1
10,0.22,1,0,0
5,0.21,0,0,2
2,0.04,1,0,1
0,0.42,0,0,1
6,0.34,1,0,2
7,0.0,1,0,2
2,1.41,0,0,1
10,0.05,1,0,0
9,0.56,1,0,0
7,1.03,1,0,2
6,0.88,0,0,2
5,2.77,0,1,2
0,1.24,0,0,1
5,0.37,0,0,2
8,0.74,1,0,0
10,0.21,1,0,0
0,0.55,0,0,1
0,0.1,1,0,1
10,0.18,1,0,0
10,0.11,0,0,0
9,0.69,0,0,0
7,0.44,0,0,2
5,0.12,0,1,2
6,0.47,1,0,2
9,0.46,1,0,0
9,0.36,1,0,0
9,0.46,1,0,0
0,0.19,0,0,1
10,0.64,1,0,0
4,0.63,0,0,2
4,0.15,0,0,2
1,0.51,0,0,1
0,0.56,0,0,1
6,0.51,1,0,2
10,0.04,1,0,0
5,0.31,1,0,2
0,1.01,0,0,1
0,0.06,0,0,1
0,0.88,0,0,1
10,0.66,1,0,0
3,0.47,0,1,1
2,1.15,0,1,1
8,0.19,1,0,0
0,4.02,0,11,4
5,1.2,0,1,2
9,0.47,1,0,0
6,0.45,0,0,2
5,0.06,0,0,2
7,1.2,0,0,2
5,1.96,1,0,2
4,1.83,0,0,2
6,0.13,0,1,2
0,0.21,0,0,1
10,23.17,1,9,4
4,0.79,1,0,2
2,0.45,0,0,1
10,0.17,1,0,0
0,1.64,0,0,1
10,4.41,1,12,4
7,3.12,0,1,2
10,0.31,1,0,0
3,0.02,0,0,1
3,0.7,0,0,1
0,0.51,0,0,1
2,1.29,0,0,1
7,1.22,1,0,2
0,5.49,0,1,1
8,0.11,1,0,0
6,0.14,0,0,2
2,0.06,0,0,1
5,0.3,1,0,2
10,4.31,0,1,0
10,0.8,1,0,0
1,1.13,0,0,1
4,2.21,0,11,4
0,0.19,0,0,1
4,0.39,0,0,2
2,0.17,0,0,1
4,0.23,1,0,2
7,0.39,1,0,2
2,0.05,0,0,1
1,0.55,1,0,1
8,1.75,0,1,0
6,0.07,0,0,2
0,0.25,0,0,1
10,0.51,0,0,0
10,0.49,1,0,0
4,0.3,0,0,2
5,0.58,0,0,2
1,0.3,0,0,1
9,0.19,1,0,0
7,0.36,1,0,2
4,0.92,0,0,2
4,1.04,0,0,2
1,0.52,0,0,1
6,0.09,1,0,2
10,0.39,1,0,0
4,1.23,0,0,2
6,0.04,0,1,2
6,0.18,1,0,2
10,0.72,0,0,0
3,0.04,0,0,1
9,0.22,1,0,0
8,1.31,1,0,0
2,3.11,0,1,1
8,0.07,1,0,0
0,0.37,0,0,1
0,0.11,0,0,1
5,2.59,0,0,2
8,1.0,1,0,0
1,0.74,0,0,1
6,2.33,0,1,2
9,1.31,1,0,0
8,0.65,1,0,0
6,2.05,0,1,2
0,0.03,0,0,1
6,0.19,0,0,2
5,0.21,1,0,2
6,0.1,0,0,2
2,0.2,0,0,1
4,1.37,0,1,2
10,0.36,1,0,0
10,0.25,0,0,0
10,0.15,1,0,0
9,0.2,0,1,0
3,0.2,0,0,1
7,3.45,0,1,2
0,0.09,0,0,1
4,1.16,0,0,2
9,0.45,1,0,0
4,1.42,0,0,2
4,1.0,0,0,2
4,0.12,0,0,2
0,0.05,0,0,1
10,0.29,0,0,0
0,0.83,0,0,1
4,0.43,1,0,2
9,0.0,1,0,0
10,0.09,1,0,0
10,0.16,1,0,0
10,0.13,0,0,0
9,0.04,1,0,0
10,1.14,1,0,0
0,0.95,0,0,1
5,0.17,1,0,2
7,0.34,0,0,2
9,0.25,1,0,0
8,0.33,1,0,0
9,0.21,0,0,0
10,0.23,1,0,0
9,1.07,1,0,0
10,2.38,1,0,0
7,0.93,1,0,2
2,1.75,0,1,1
6,0.54,0,1,2
0,0.69,0,0,1
10,0.44,1,0,0
0,0.65,0,0,1
7,1.21,1,1,2
8,1.05,1,0,0
1,0.23,0,0,1
10,0.39,1,0,0
0,0.01,0,0,1
9,1.51,1,0,0
4,0.66,0,0,2
0,0.1,0,0,1
10,1.86,1,0,0
2,0.1,0,0,1
8,0.31,1,0,0
8,0.48,0,1,0
0,0.69,0,0,1
0,0.12,0,0,1
1,0.85,0,0,1
1,0.26,0,0,1
10,1.31,0,0,0
4,0.46,0,0,2
5,0.19,0,0,2
10,0.45,0,0,0
6,1.78,1,0,2
4,0.4,0,0,2
6,0.21,1,0,2
3,0.2,0,0,1
0,1.37,0,0,1
9,1.15,1,0,0
10,0.82,1,0,0
1,0.31,0,0,1
10,0.03,0,0,0
10,0.83,1,0,0
3,0.3,0,0,1
4,1.26,0,0,2
1,0.08,0,0,1
7,0.82,0,1,2
4,0.16,0,0,2
1,0.64,0,0,1
2,0.13,0,17,4
0,0.07,0,0,1
8,0.55,1,0,0
6,0.12,1,0,2
1,0.06,0,0,1
9,0.03,1,0,0
6,0.45,1,0,2
6,0.92,0,1,2
7,0.85,1,0,2
0,0.67,0,0,1
5,0.29,0,0,2
1,0.5,0,0,1
0,0.09,0,0,1
0,0.35,0,0,1
0,0.06,0,0,1
8,1.4,0,1,0
5,0.14,1,0,2
2,1.23,0,1,1
10,0.83,1,0,0
8,0.8,1,0,0
7,0.44,1,0,2
3,0.39,0,0,1
9,0.51,1,0,0
1,0.01,0,0,1
8,0.34,1,0,0
3,0.11,0,0,1
4,0.55,0,0,2
7,0.09,1,0,2
5,0.31,0,0,2
9,0.1,1,0,0
10,0.51,1,0,0
0,0.03,0,0,1
3,0.82,0,1,1
8,0.28,1,0,0
1,0.24,0,0,1
7,0.83,1,0,2
1,1.19,0,0,1
0,0.56,0,0,1
1,0.01,0,0,1
7,1.38,0,1,2
6,0.81,0,0,2
3,0.24,0,0,1
4,0.91,0,1,2
9,2.98,0,1,0
5,0.48,1,0,2
10,1.02,1,0,0
0,0.68,0,0,1
7,0.46,1,0,2
0,0.25,0,0,1
5,3.75,0,1,2
10,0.28,0,0,0
3,0.59,1,0,1
5,0.13,1,0,2
10,0.35,0,0,0
10,0.14,0,0,0
6,0.53,0,0,2
7,0.39,1,0,2
4,1.67,0,0,2
10,0.1,1,0,0
10,1.2,1,0,0
0,0.01,0,0,1
10,0.18,1,0,0
4,0.07,0,0,2
10,0.56,1,0,0
3,0.36,0,0,1
9,0.03,1,0,0
2,0.42,0,0,1
10,1.24,1,0,0
1,0.02,0,0,1
0,0.07,0,0,1
6,0.96,1,0,2
4,0.99,0,0,2
3,0.82,0,1,1
5,2.0,0,1,2
5,0.04,0,1,2
10,2.06,0,1,0
0,0.57,0,0,1
8,0.27,1,0,0
3,0.22,1,0,1
4,0.66,1,0,2
4,0.23,0,0,2
0,0.26,0,0,1
2,1.14,0,0,1
10,0.26,1,0,0
1,0.07,0,0,1
8,0.7,1,0,0
10,0.05,1,0,0
9,0.59,1,0,0
10,0.95,1,0,0
7,1.66,0,0,2
0,1.01,0,0,1
8,1.04,1,0,0
5,0.34,1,0,2
4,0.62,1,0,2
3,1.57,0,1,1
0,0.61,0,0,1
7,1.13,1,0,2
6,0.07,1,0,2
4,0.19,0,0,2
6,0.67,1,0,2
0,0.41,0,0,1
4,0.48,0,0,2
4,2.16,0,0,2
5,1.13,1,0,2
5,1.02,1,0,2
8,0.45,1,0,0
0,0.56,0,0,1
0,0.01,0,0,1
0,0.64,0,0,1
8,0.03,1,0,0
6,0.22,0,0,2
0,0.45,0,0,1
4,0.46,0,0,2
8,0.17,1,0,0
0,1.49,0,0,1
10,2.25,1,0,0
2,0.43,1,0,1
3,0.25,0,0,1
7,0.95,0,0,2
5,0.05,0,1,2
10,0.85,1,0,0
1,0.13,0,0,1
1,0.26,0,0,1
10,0.09,1,0,0
9,0.6,1,0,0
1,0.09,0,0,1
6,0.26,1,0,2
5,4.7,0,1,2
4,0.2,1,0,2
3,0.31,1,0,1
3,0.3,0,0,1
2,0.49,0,0,1
0,1.37,0,0,1
10,2.1,1,0,0
10,0.69,1,0,0
2,0.42,0,0,1
10,1.73,1,0,0
1,0.04,0,0,1
0,0.18,0,0,1
0,0.55,0,0,1
9,10.53,0,1,4
2,4.76,0,1,1
5,2.02,0,0,2
4,0.37,0,0,2
6,0.11,1,0,2
8,0.72,1,0,0
5,0.05,0,0,2
9,0.69,1,0,0
10,132.21,1,10,3
0,0.52,0,0,1
4,0.59,0,0,2
0,0.63,0,0,1
3,1.07,0,0,1
0,0.2,0,0,1
9,0.11,1,0,0
6,1.0,0,0,2
10,0.0,1,0,0
4,0.55,0,1,2
6,0.13,0,0,2
3,0.56,1,0,1
4,0.09,0,0,2
7,0.01,1,0,2
4,0.02,1,0,2
10,0.35,1,0,0
8,0.14,1,0,0
5,0.68,0,0,2
6,0.61,0,1,2
0,0.48,0,0,1
1,0.62,0,1,1
3,0.33,0,0,1
8,0.7,1,0,0
0,0.3,0,0,1
10,0.18,1,0,0
10,0.4,1,0,0
10,1.7,0,1,0
2,0.78,0,0,1
3,0.02,0,0,1
8,0.08,1,0,0
3,0.14,0,0,1
10,1.74,0,1,0
3,0.02,0,0,1
6,4.37,0,1,2
3,0.02,1,0,1
6,0.17,1,0,2
10,0.27,1,0,0
0,0.27,0,0,1
6,0.61,0,0,2
10,0.28,1,0,0
1,0.01,0,0,1
0,0.02,0,0,1
7,1.52,0,0,2
2,0.22,0,0,1
0,0.77,0,0,1
2,0.93,0,0,1
5,0.53,0,0,2
7,0.15,1,0,2
9,0.05,0,1,0
0,0.54,0,0,1
3,0.24,0,0,1
0,0.24,0,0,1
2,0.39,0,0,1
6,0.12,1,0,2
1,1.37,0,0,1
5,0.89,0,0,2
1,0.07,0,0,1
10,0.32,1,0,0
10,0.18,1,0,0
7,0.18,0,0,2
8,1.37,1,0,0
9,0.6,1,0,0
4,0.32,1,0,2
2,0.86,0,0,1
10,0.44,1,0,0
6,0.75,0,0,2
10,0.3,1,0,0
6,0.02,1,0,2
1,1.09,0,0,1
0,0.7,0,0,1
0,0.04,0,0,1
6,0.86,0,1,2
0,0.61,0,0,1
2,1.69,0,0,1
3,0.51,0,0,1
6,0.25,0,0,2
0,2.65,0,14,4
0,0.52,0,0,1
6,0.02,0,0,2
2,0.62,0,0,1
0,0.22,0,0,1
10,1.22,1,0,0
4,0.3,0,0,2
2,0.31,0,0,1
0,0.34,0,1,1
9,1.08,1,0,0
4,0.99,0,0,2
4,0.28,0,0,2
8,0.31,1,0,0
10,0.75,1,0,0
10,0.67,1,0,0
10,0.15,1,0,0
7,0.32,1,0,2
0,0.26,0,0,1
3,0.81,0,0,1
3,0.33,1,0,1
10,1.59,1,0,0
7,1.48,1,0,2
4,0.06,0,0,2
0,0.73,0,0,1
4,0.31,0,0,2
4,0.24,0,0,2
4,0.55,1,0,2
0,0.07,0,0,1
7,1.25,1,0,2
5,1.48,0,0,2
10,0.2,0,0,0
9,0.01,0,0,0
8,0.03,1,0,0
7,1.14,1,0,2
10,1.13,1,0,0
5,2.53,0,1,2
6,1.59,1,0,2
1,0.4,0,0,1
10,0.14,1,0,0
0,0.71,0,0,1
5,0.61,1,0,2
8,2.81,1,0,0
9,2.39,1,0,0
3,0.17,0,0,1
7,0.53,1,0,2
5,0.94,0,0,2
5,0.42,0,0,2
8,4.66,0,1,0
8,0.01,1,0,0
1,0.72,0,0,1
2,0.3,0,0,1
5,1.03,0,1,2
8,1.26,1,0,0
0,0.66,0,0,1
6,0.3,1,0,2
2,0.11,0,0,1
5,0.18,0,0,2
8,1.54,1,0,0
7,0.09,0,0,2
10,0.31,0,1,0
8,0.18,1,0,0
9,0.54,1,0,0
5,0.96,0,0,2
0,0.65,0,0,1
7,0.79,1,0,2
10,0.04,1,0,0
0,0.0,0,0,1
8,0.58,1,0,0
1,0.69,0,0,1
0,0.09,0,0,1
2,0.11,0,0,1
3,1.0,0,0,1
8,1.3,1,0,0
5,0.38,1,0,2
2,0.73,0,0,1
2,0.36,0,1,1
5,4.12,0,1,2
10,0.01,1,0,0
4,1.01,1,0,2
7,0.15,1,0,2
4,0.23,0,0,2
7,0.46,1,0,2
2,0.41,1,0,1
1,0.58,0,0,1
8,1.48,0,11,4
0,2.33,0,0,1
5,0.22,1,0,2
0,1.41,0,0,1
2,1.16,0,0,1
10,0.28,1,0,0
0,0.12,0,0,1
5,0.24,0,0,2
1,2.46,1,0,1
10,1.01,1,0,0
9,0.35,1,0,0
5,0.41,1,0,2
8,0.55,1,0,0
6,0.06,0,0,2
8,0.22,1,0,0
10,0.21,0,0,0
3,0.26,0,1,1
3,0.11,0,0,1
7,0.42,0,0,2
5,0.18,0,0,2
7,0.97,1,0,2
6,2.18,1,0,2
10,1.17,1,0,0
0,0.44,0,0,1
0,0.45,0,0,1
10,0.56,1,0,0
9,0.05,1,0,0
0,0.76,0,1,1
2,0.09,0,0,1
9,0.22,1,0,0
4,1.72,0,1,2
4,0.12,0,0,2
0,0.08,0,0,1
9,5.82,0,1,0
10,0.73,1,0,0
3,0.02,0,0,1
5,0.26,1,0,2
10,1.01,1,0,0
8,0.16,1,0,0
0,0.78,0,0,1
5,1.76,1,0,2
0,0.89,0,1,1
4,0.49,0,0,2
1,1.02,0,0,1
3,0.49,0,0,1
3,0.18,0,0,1
10,0.27,1,0,0
6,0.25,1,0,2
0,1.02,0,0,1
9,0.55,1,0,0
10,0.12,0,1,0
4,0.77,0,0,2
6,0.35,1,0,2
10,0.23,1,0,0
7,0.59,0,1,2
3,0.81,0,0,1
8,1.23,0,0,0
6,0.21,1,0,2
8,0.05,1,0,0
7,0.37,1,0,2
8,1.13,1,0,0
9,0.15,1,0,0
5,0.26,0,0,2
7,0.29,0,1,2
1,0.33,0,0,1
8,1.06,1,0,0
0,0.15,0,0,1
0,0.4,0,0,1
5,0.71,0,0,2
1,0.05,0,0,1
6,0.48,0,0,2
10,0.91,1,0,0
9,0.43,0,0,0
0,0.08,0,0,1
5,0.45,0,0,2
3,0.05,0,0,1
1,0.21,0,0,1
7,9.36,0,1,4
2,0.36,0,0,1
0,0.84,0,0,1
5,0.61,1,0,2
10,0.48,1,0,0
10,0.03,1,0,0
5,0.23,0,0,2
8,0.12,0,1,0
2,0.24,0,0,1
10,0.3,0,0,0
7,0.57,1,0,2
4,0.12,0,0,2
10,1.15,1,0,0
3,0.71,0,0,1
9,0.11,1,0,0
7,0.02,1,0,2
6,0.08,1,0,2
0,0.98,0,0,1
2,0.84,0,0,1
0,0.59,0,0,1
9,0.27,1,0,0
5,0.59,0,0,2
6,0.55,0,0,2
9,0.3,1,0,0
2,0.48,0,0,1
3,0.98,0,0,1
4,6.53,0,1,2
0,0.06,0,0,1
2,6.41,0,1,1
7,0.35,1,0,2
10,0.25,1,0,0
5,0.15,0,0,2
9,0.52,1,0,0
0,0.17,0,0,1
5,0.38,0,0,2
2,0.1,0,0,1
7,3.3,0,1,2
2,0.53,0,0,1
7,0.67,0,0,2
4,0.05,0,0,2
7,0.27,1,0,2
0,0.33,0,0,1
1,1.05,0,0,1
7,0.52,0,0,2
1,0.18,0,0,1
6,1.02,0,0,2
1,0.07,0,0,1
10,0.15,1,0,0
0,0.13,0,0,1
3,0.73,0,0,1
1,0.01,0,0,1
5,0.94,0,1,2
7,0.31,1,0,2
6,0.34,1,0,2
10,0.7,0,0,0
4,1.37,0,0,2
0,0.5,0,0,1
5,0.13,0,0,2
0,0.58,0,0,1
10,0.31,1,0,0
1,1.19,0,0,1
10,1.01,1,0,0
4,0.48,1,0,2
3,0.73,0,0,1
0,0.61,0,0,1
2,0.02,0,0,1
10,0.11,1,0,0
3,0.4,0,0,1
0,0.09,0,0,1
0,0.44,0,0,1
6,0.87,0,0,2
7,0.7,0,0,2
10,1.26,1,0,0
10,0.21,1,0,0
6,0.74,0,0,2
0,0.23,0,0,1
0,0.03,0,0,1
1,1.3,0,8,1
5,0.07,0,1,2
0,0.09,0,0,1
9,0.84,1,0,0
0,0.14,0,0,1
4,0.24,0,0,2
10,0.45,1,0,0
7,0.08,1,0,2
7,0.03,0,0,2
4,0.86,0,0,2
6,0.64,0,1,2
0,0.55,0,0,1
2,0.95,0,0,1
10,0.26,1,0,0
9,0.06,1,0,0
10,0.64,1,0,0
4,0.33,1,0,2
10,0.29,1,0,0
3,1.12,0,0,1
10,0.5,1,0,0
0,0.56,0,0,1
6,0.07,0,0,2
6,0.33,0,0,2
6,1.07,0,0,2
3,0.43,0,0,1
10,0.19,1,0,0
10,0.63,1,0,0
4,0.06,0,0,2
3,0.77,0,0,1
1,0.14,0,0,1
7,0.58,0,0,2
0,0.21,0,0,1
0,0.95,0,0,1
6,0.12,0,0,2
0,0.57,0,0,1
3,0.07,0,0,1
0,0.14,0,0,1
7,0.24,0,0,2
4,0.34,0,0,2
0,0.22,0,0,1
9,0.34,1,0,0
1,0.82,1,0,1
4,1.79,0,0,2
0,0.11,0,0,1
3,0.09,1,0,1
1,0.8,0,0,1
6,0.21,0,0,2
0,0.19,0,0,1
8,0.75,1,0,0
4,2.2,0,0,2
2,0.26,0,0,1
0,0.5,0,0,1
10,1.25,1,0,0
2,0.46,0,0,1
0,0.05,0,0,1
5,1.7,0,0,2
0,0.72,0,0,1
8,0.01,1,0,0
10,0.07,1,0,0
10,0.32,1,0,0
6,0.61,1,0,2
10,0.38,1,0,0
10,0.5,1,0,0
10,0.28,1,0,0
2,0.08,0,0,1
6,0.51,1,0,2
10,0.77,1,0,0
6,0.09,0,0,2
10,0.43,0,0,0
1,0.03,0,0,1
5,0.14,0,0,2
0,1.36,0,0,1
6,0.5,0,0,2
0,0.04,0,0,1
4,0.35,0,0,2
9,1.6,1,0,0
0,0.0,0,0,1
3,0.06,0,0,1
4,0.63,0,0,2
0,0.92,0,0,1
0,0.18,0,0,1
0,0.05,0,0,1
6,1.08,0,0,2
4,0.39,0,1,2
1,1.23,0,0,1
10,0.13,1,0,0
8,0.34,1,0,0
7,0.43,0,0,2
1,2.09,0,0,1
1,0.3,0,0,1
8,0.02,0,1,0
5,0.13,0,0,2
9,0.08,0,0,0
8,2.27,0,1,0
1,0.05,0,0,1
2,1.11,0,0,1
10,0.17,0,0,0
1,0.19,0,0,1
9,0.07,1,0,0
1,0.26,0,0,1
9,0.32,1,0,0
9,0.02,1,0,0
0,0.04,1,0,1
4,0.34,0,0,2
7,0.01,0,0,2
0,1.04,0,0,1
3,1.14,0,0,1
10,0.7,1,0,0
10,1.32,1,0,0
5,0.28,0,0,2
1,0.21,0,0,1
10,0.08,1,0,0
10,0.72,1,0,0
4,1.24,0,0,2
0,0.16,0,0,1
4,1.04,0,1,2
0,1.01,0,0,1
5,0.76,1,0,2
6,2.59,0,1,2
10,0.59,1,0,0
3,0.0,0,0,1
7,0.77,1,0,2
0,0.12,0,0,1
8,0.81,1,0,0
3,0.93,0,0,1
8,0.66,1,0,0
7,0.29,1,0,2
9,0.78,0,0,0
4,4.62,0,1,2
7,1.67,0,1,2
10,0.03,1,0,0
5,0.05,0,0,2
9,0.01,1,0,0
6,0.13,0,0,2
7,0.05,0,0,2
5,0.03,0,0,2
10,0.25,1,0,0
0,0.09,0,0,1
8,0.01,1,0,0
0,0.04,0,0,1
10,0.08,1,0,0
2,0.75,0,0,1
6,1.12,0,1,2
10,0.76,1,0,0
6,0.58,1,0,2
2,0.18,0,0,1
1,0.36,0,0,1
10,3.48,0,1,0
7,1.99,1,0,2
10,0.67,1,0,0
4,0.13,1,0,2
9,0.02,1,0,0
10,0.44,1,0,0
9,1.06,1,0,0
8,1.15,0,0,0
4,0.26,0,0,2
10,0.19,1,0,0
0,0.18,0,0,1
1,0.05,0,0,1
0,0.52,0,0,1
4,0.41,0,0,2
10,0.31,1,0,0
0,0.61,0,0,1
5,0.03,0,0,2
5,1.01,0,0,2
0,1.1,0,0,1
3,1.38,0,0,1
8,0.4,1,0,0
2,0.0,0,0,1
7,0.52,1,0,2
10,0.43,0,0,0
10,0.8,1,0,0
4,0.08,1,0,2
10,0.11,1,0,0
10,0.91,1,0,0
0,0.32,0,0,1
4,0.45,0,0,2
8,0.21,1,0,0
6,0.31,0,0,2
3,0.76,0,0,1
4,0.56,0,0,2
5,0.54,1,0,2
10,1.23,1,0,0
2,0.16,0,0,1
7,0.83,1,0,2
7,0.59,1,0,2
10,0.07,1,3,0
10,0.05,1,0,0
4,1.52,0,0,2
9,0.4,1,0,0
4,0.09,1,0,2
10,0.44,1,0,0
9,0.1,1,0,0
0,0.29,0,0,1
3,0.81,0,0,1
7,0.22,1,0,2
10,1.21,0,0,0
10,0.6,1,0,0
3,0.11,0,0,1
8,0.01,0,1,0
10,0.48,1,0,0
2,0.22,0,0,1
4,0.43,1,0,2
10,0.93,1,0,0
2,0.11,0,0,1
3,0.05,0,0,1
1,2.31,0,8,4
2,0.41,0,0,1
6,5.73,0,1,2
5,0.14,0,0,2
3,0.53,0,0,1
6,0.22,1,0,2
8,0.28,0,0,0
6,0.22,1,0,2
8,0.34,1,0,0
8,0.26,1,0,0
4,2.15,0,0,2
7,1.18,1,0,2
2,0.29,0,0,1
3,0.36,1,0,1
5,1.16,0,1,2
8,0.45,1,0,0
6,0.24,0,0,2
2,1.0,0,0,1
8,1.47,1,0,0
6,0.55,1,0,2
10,0.86,1,0,0
5,3.02,0,1,2
0,0.1,0,0,1
0,0.06,0,16,4
0,0.75,0,0,1
10,0.38,1,0,0
10,0.47,1,0,0
4,0.73,0,0,2
10,0.29,1,0,0
0,0.63,0,0,1
4,0.94,0,0,2
9,0.29,1,0,0
10,0.32,1,0,0
2,0.57,1,0,1
2,0.48,0,0,1
10,0.05,1,0,0
10,1.66,0,0,0
8,0.53,1,0,0
4,0.72,1,0,2
0,0.66,0,0,1
5,0.43,0,0,2
10,0.62,1,0,0
0,0.61,0,0,1
8,0.69,1,0,0
10,1.19,1,0,0
0,0.02,0,0,1
2,0.79,0,0,1
7,2.45,0,0,2
1,0.07,0,0,1
0,1.96,0,0,1
4,0.06,0,0,2
5,1.41,1,0,2
10,0.05,1,0,0
10,0.36,1,0,0
2,0.13,0,0,1
4,0.4,0,1,2
10,0.05,0,0,0
0,1.03,0,0,1
6,0.81,0,0,2
0,1.46,0,0,1
4,0.13,0,0,2
6,2.05,1,0,2
8,0.22,1,0,0
7,0.06,1,0,2
0,0.12,0,0,1
0,0.28,0,0,1
0,0.18,0,0,1
9,0.16,1,0,0
10,0.23,1,0,0
3,0.92,0,0,1
6,0.86,1,0,2
8,0.05,0,0,0
0,0.96,0,0,1
10,0.1,1,0,0
0,1.07,0,1,1
2,0.46,0,0,1
0,0.59,0,0,1
4,0.76,0,0,2
10,0.22,1,0,0
10,0.22,1,0,0
0,0.53,0,0,1
1,0.91,0,0,1
10,0.2,1,0,0
8,2.16,1,0,0
10,0.12,1,0,0
0,0.11,0,0,1
5,1.07,0,0,2
6,0.16,1,0,2
0,0.97,0,0,1
2,0.14,0,0,1
2,0.81,0,0,1
8,0.12,1,0,0
2,0.95,0,0,1
1,0.74,0,0,1
0,0.29,0,0,1
0,0.08,1,0,1
6,0.66,1,0,2
6,0.07,0,1,2
4,0.02,1,0,2
6,1.08,0,1,2
2,0.12,0,0,1
2,0.2,0,0,1
10,1.06,0,1,0
8,0.34,1,0,0
7,0.39,1,0,2
10,0.21,0,0,0
9,0.3,1,0,0
2,0.07,0,0,1
10,0.1,1,0,0
6,0.38,0,0,2
5,0.97,0,0,2
8,0.37,1,0,0
10,0.22,1,0,0
7,0.01,0,0,2
2,0.13,0,0,1
0,0.77,0,0,1
10,0.16,1,0,0
0,0.39,0,0,1
