total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair,building_type,parking_place,price
56.0,25.8,2.8,2.0,8.8,7.0,монолитно-каркасный,да,3761600.0
62.5,36.2,2.9,2.0,4.0,1.0,монолитно-каркасный,нет,4197500.0
51.4,32.4,3.4,2.0,8.0,5.0,кирпич,да,2258300.0
71.8,33.7,2.9,3.0,6.7,5.0,монолитно-каркасный,да,4180040.0
96.0,49.9,2.8,3.0,2.1,4.0,жб панель,нет,5360800.0
66.0,40.3,3.3,3.0,1.8,7.0,монолитно-каркасный,нет,4279800.0
48.5,31.5,3.0,1.0,4.6,5.0,кирпич,да,3127550.0
65.3,37.2,3.0,2.0,6.5,12.0,кирпич,да,3250490.0
68.0,42.2,2.9,3.0,7.8,7.0,жб панель,да,3049600.0
93.8,39.4,2.8,4.0,7.7,1.0,кирпич,да,6164900.0
66.5,33.9,2.9,2.0,4.9,6.0,жб панель,да,4653800.0
108.1,46.5,2.8,3.0,5.7,10.0,жб панель,нет,5234160.0
64.0,35.8,2.8,3.0,10.8,10.0,жб панель,да,2538800.0
60.5,35.7,2.8,3.0,6.2,4.0,жб панель,нет,3855300.0
73.2,43.2,2.7,4.0,5.2,0.0,кирпич,да,4818920.0
70.0,34.3,3.3,3.0,5.8,3.0,жб панель,нет,5225000.0
73.7,36.1,3.2,3.0,4.7,2.0,кирпич,да,4745730.0
54.2,27.1,3.0,2.0,3.4,2.0,монолитно-каркасный,да,3005900.0
77.9,31.9,2.7,3.0,5.6,7.0,монолитно-каркасный,нет,4299250.0
75.0,46.5,2.7,4.0,3.8,2.0,жб панель,да,5440000.0
157.8,101.0,3.3,6.0,6.3,3.0,монолитно-каркасный,нет,8585340.0
80.8,35.6,3.1,2.0,8.6,13.0,монолитно-каркасный,нет,4346960.0
59.3,24.3,2.8,2.0,5.3,0.0,жб панель,нет,4182640.0
66.2,33.8,2.7,3.0,1.1,0.0,кирпич,нет,5042440.0
71.1,44.8,3.0,3.0,8.6,7.0,жб панель,нет,3094949.9999999995
64.2,38.5,2.7,3.0,6.8,7.0,жб панель,нет,2772480.0
100.1,40.0,3.1,4.0,5.5,2.0,кирпич,нет,6146190.0
68.5,32.2,3.1,2.0,4.5,4.0,кирпич,нет,4092200.0
63.0,32.1,3.3,3.0,8.8,8.0,монолитно-каркасный,да,3611400.0
66.6,41.3,2.8,3.0,1.7,3.0,монолитно-каркасный,нет,3389299.9999999995
49.0,26.0,2.8,2.0,4.2,0.0,кирпич,да,3189500.0
56.8,34.1,2.9,2.0,10.3,4.0,монолитно-каркасный,да,3281040.0
63.5,27.3,3.0,2.0,2.3,15.0,кирпич,нет,3048850.0
50.6,32.9,3.1,1.0,2.7,10.0,жб панель,нет,2229140.0
83.8,41.9,3.2,3.0,12.3,1.0,кирпич,нет,4440680.0
68.5,33.6,2.7,3.0,9.1,19.0,жб панель,да,2934850.0
66.0,33.7,2.9,3.0,6.2,9.0,жб панель,нет,3309400.0
65.1,38.4,2.7,2.0,7.8,3.0,монолитно-каркасный,нет,3498619.9999999995
120.6,76.0,3.1,4.0,4.5,2.0,жб панель,нет,8055140.0
66.4,33.2,3.3,2.0,11.8,3.0,кирпич,нет,4481600.0
56.0,24.1,2.8,2.0,9.4,1.0,жб панель,нет,3231600.0
58.0,27.3,2.8,2.0,8.5,7.0,монолитно-каркасный,нет,3849000.0
60.8,24.3,2.9,2.0,6.2,5.0,монолитно-каркасный,да,4259760.0
68.0,36.7,3.4,3.0,5.5,2.0,жб панель,нет,4567600.0
71.8,38.8,2.8,4.0,2.4,1.0,кирпич,да,5419560.0
66.0,31.7,2.7,2.0,2.8,5.0,кирпич,нет,3230400.0
62.5,35.6,2.9,2.0,9.8,6.0,монолитно-каркасный,да,3381250.0
125.0,68.8,2.7,5.0,4.1,6.0,монолитно-каркасный,да,6132500.0
61.6,25.9,2.7,2.0,7.7,8.0,монолитно-каркасный,да,3884960.0
59.3,25.5,3.4,1.0,6.2,9.0,монолитно-каркасный,да,4341260.0
84.0,33.6,3.2,2.0,6.8,6.0,жб панель,нет,5693200.0
64.8,27.2,2.8,2.0,6.1,9.0,монолитно-каркасный,нет,3226400.0
71.5,36.5,2.8,4.0,7.7,11.0,монолитно-каркасный,да,3535300.0
68.7,34.4,3.3,2.0,8.8,7.0,монолитно-каркасный,нет,3840330.0
67.3,29.6,2.8,3.0,7.8,7.0,монолитно-каркасный,нет,3195910.0
65.6,41.3,2.8,2.0,0.5,5.0,кирпич,да,4387520.0
63.5,27.9,3.2,3.0,7.4,2.0,монолитно-каркасный,нет,4734150.0
62.0,34.7,3.0,2.0,6.1,12.0,монолитно-каркасный,нет,2804600.0
48.0,20.2,3.2,2.0,4.0,2.0,монолитно-каркасный,нет,2580400.0
70.0,39.9,3.4,2.0,2.1,1.0,кирпич,нет,4739000.0
65.6,32.8,3.2,3.0,8.8,6.0,жб панель,да,4644160.0
62.4,39.9,3.3,3.0,9.8,4.0,кирпич,нет,3079280.0
79.5,47.7,2.7,4.0,8.5,8.0,жб панель,нет,3941450.0
52.9,25.4,3.3,2.0,3.5,2.0,жб панель,да,4354370.0
59.0,36.6,2.7,1.0,2.9,10.0,монолитно-каркасный,да,2695000.0
64.0,37.8,2.8,2.0,7.0,5.0,кирпич,да,3580400.0
81.6,39.2,2.9,3.0,3.0,9.0,жб панель,да,4618560.0
80.0,38.4,2.7,3.0,9.6,8.0,кирпич,да,3212000.0
49.0,27.4,3.1,1.0,8.6,17.0,кирпич,нет,1526300.0
64.9,31.8,2.9,3.0,9.6,6.0,жб панель,да,4093340.000000001
66.7,41.4,3.0,2.0,8.5,5.0,жб панель,да,3621880.0
62.6,27.5,2.8,3.0,3.7,2.0,кирпич,нет,3473800.0
69.0,40.0,2.8,3.0,3.9,15.0,жб панель,да,4467300.0
53.4,33.6,2.8,2.0,6.8,5.0,кирпич,нет,3105740.0
79.0,37.9,3.0,3.0,5.4,5.0,кирпич,да,3695700.0
67.0,34.8,2.7,2.0,8.3,10.0,монолитно-каркасный,нет,3697300.0
131.4,55.2,2.7,4.0,0.9,3.0,кирпич,да,7421680.0
29.2,14.6,2.7,1.0,5.3,2.0,монолитно-каркасный,нет,1719520.0
65.0,42.2,3.1,3.0,9.7,8.0,жб панель,да,3130500.0
106.3,63.8,3.5,3.0,1.5,10.0,монолитно-каркасный,нет,5703590.0
109.0,64.3,2.9,3.0,3.9,4.0,жб панель,нет,6691900.0
63.0,30.9,3.2,2.0,8.4,2.0,кирпич,нет,3999300.0
57.8,30.1,3.4,1.0,5.5,1.0,жб панель,нет,4022960.0
78.3,50.9,2.8,4.0,7.5,7.0,монолитно-каркасный,да,4043860.0
81.0,44.6,3.1,3.0,7.4,7.0,монолитно-каркасный,да,4232200.0
70.0,37.1,2.7,3.0,3.8,3.0,кирпич,да,5160000.0
93.1,54.0,2.8,2.0,2.7,15.0,кирпич,нет,5799130.0
65.6,28.2,2.8,3.0,6.8,2.0,жб панель,да,4178160.0
53.0,24.4,3.1,2.0,5.7,5.0,монолитно-каркасный,нет,2271800.0
53.0,21.2,2.7,2.0,8.7,2.0,кирпич,да,3568200.0
81.5,36.7,2.8,4.0,8.7,2.0,жб панель,нет,5253700.0
66.9,35.5,3.3,2.0,4.6,9.0,жб панель,да,3656680.000000001
53.3,21.3,3.2,2.0,4.6,2.0,кирпич,да,3091860.0
65.4,39.2,3.3,2.0,3.7,3.0,жб панель,да,4562100.0
72.1,46.1,2.7,4.0,4.4,8.0,жб панель,нет,4618760.0
83.4,46.7,2.7,3.0,6.7,5.0,монолитно-каркасный,нет,4267040.0
68.5,32.9,3.1,2.0,7.8,4.0,кирпич,да,3790950.0
74.1,46.7,2.9,3.0,11.5,10.0,кирпич,нет,2887229.9999999995
82.0,39.4,3.3,3.0,5.1,7.0,кирпич,нет,3968800.0
63.0,28.4,3.3,3.0,8.5,8.0,жб панель,да,3849200.0
58.6,23.4,2.7,2.0,2.6,11.0,монолитно-каркасный,да,3674340.0
100.8,43.3,2.8,3.0,8.4,4.0,монолитно-каркасный,да,6604880.0
120.0,67.2,2.7,4.0,4.4,7.0,жб панель,нет,5824000.0
104.0,53.0,2.9,3.0,7.2,1.0,кирпич,да,6411200.0
154.5,64.9,3.4,4.0,1.0,8.0,монолитно-каркасный,нет,10256300.0
73.0,43.1,3.2,4.0,1.5,0.0,кирпич,да,4322900.0
39.1,25.0,2.9,2.0,4.1,9.0,жб панель,нет,2233440.0
68.2,43.6,3.4,3.0,8.7,3.0,кирпич,нет,4566980.0
87.1,46.2,2.8,3.0,5.3,6.0,монолитно-каркасный,нет,5308570.0
62.9,36.5,2.7,3.0,5.5,11.0,жб панель,нет,3384020.0
50.5,30.8,2.9,1.0,10.2,6.0,кирпич,да,2082050.0
64.8,40.2,3.2,3.0,6.4,6.0,жб панель,нет,3931920.0
78.5,32.2,2.7,4.0,7.1,4.0,кирпич,да,4875800.0
67.3,31.0,2.9,2.0,8.8,8.0,монолитно-каркасный,да,3811310.0
71.1,39.1,2.8,3.0,8.4,4.0,кирпич,нет,4318710.0
59.0,28.3,3.3,2.0,4.3,9.0,монолитно-каркасный,нет,3361000.0
58.0,36.0,2.7,2.0,5.1,6.0,кирпич,да,3299600.0
96.6,58.9,3.0,4.0,5.4,2.0,монолитно-каркасный,да,6683280.0
60.0,24.6,3.5,2.0,7.0,9.0,монолитно-каркасный,да,3698000.0
66.8,41.4,3.4,3.0,3.1,4.0,кирпич,да,4421600.0
40.4,22.6,3.0,1.0,3.3,7.0,жб панель,да,1803800.0
128.0,78.1,3.0,5.0,8.2,1.0,кирпич,нет,6912800.0
69.5,32.7,2.9,3.0,8.3,8.0,монолитно-каркасный,да,3653700.0
65.2,42.4,3.1,3.0,1.7,19.0,жб панель,да,4072120.0
63.5,29.8,3.0,3.0,3.7,13.0,кирпич,да,3011400.0
71.7,46.6,3.1,4.0,6.3,3.0,жб панель,нет,3438980.0
65.5,34.7,3.0,2.0,4.5,7.0,жб панель,нет,4422800.0
85.3,35.0,3.1,2.0,5.1,6.0,жб панель,да,4605930.0
61.1,33.0,2.7,3.0,4.7,6.0,кирпич,нет,3572680.0
56.3,25.9,2.9,2.0,4.4,12.0,монолитно-каркасный,да,3436580.0
67.0,42.2,3.3,3.0,8.7,3.0,монолитно-каркасный,да,4332800.0
138.0,82.8,2.9,4.0,2.2,3.0,монолитно-каркасный,да,9114200.0
104.4,58.5,3.1,3.0,6.6,11.0,монолитно-каркасный,да,5586280.0
63.8,28.1,3.0,2.0,8.3,7.0,кирпич,нет,4178320.0
67.5,42.5,2.7,2.0,7.2,4.0,жб панель,нет,3883500.0
64.1,31.4,2.7,2.0,5.8,5.0,кирпич,да,4235750.0
55.2,27.0,3.1,2.0,4.6,2.0,жб панель,нет,3366240.0
59.0,31.3,2.8,1.0,2.2,1.0,кирпич,нет,3837000.0
66.0,26.4,3.1,2.0,10.6,2.0,кирпич,да,3580000.0
56.7,24.4,2.8,2.0,5.9,0.0,кирпич,нет,2650140.0
50.9,20.9,2.8,2.0,6.7,9.0,жб панель,да,2945490.0
63.7,25.5,3.0,2.0,0.9,3.0,монолитно-каркасный,да,3586870.0
54.0,23.8,2.9,1.0,6.3,3.0,кирпич,нет,2533800.0
60.0,37.8,2.8,2.0,8.0,5.0,кирпич,нет,3800000.0
66.8,28.7,3.3,3.0,10.6,1.0,монолитно-каркасный,да,4194960.0
65.0,41.6,2.8,2.0,6.9,4.0,кирпич,нет,2795500.0
83.0,53.9,2.7,3.0,7.7,9.0,кирпич,да,4287500.0
57.8,30.1,2.8,2.0,0.5,3.0,монолитно-каркасный,нет,3950760.0
61.3,39.8,2.7,3.0,4.4,6.0,кирпич,да,2577970.0
64.0,40.3,3.2,3.0,2.1,8.0,жб панель,да,4388800.0
170.3,97.1,3.0,5.0,3.6,1.0,жб панель,нет,9970780.0
94.6,50.1,3.1,4.0,6.7,2.0,монолитно-каркасный,нет,6436000.0
110.0,48.4,2.7,3.0,8.5,4.0,жб панель,да,7076000.0
68.6,35.7,3.0,2.0,6.0,1.0,кирпич,да,5052040.0
60.5,26.6,2.8,3.0,4.1,2.0,кирпич,да,4241500.0
67.8,33.2,2.8,2.0,10.6,1.0,кирпич,нет,4704940.0
62.3,26.8,2.8,3.0,12.2,4.0,кирпич,да,3235030.0
64.9,34.4,2.8,3.0,6.7,2.0,кирпич,нет,4811020.0
59.0,38.4,2.7,2.0,5.9,2.0,кирпич,нет,4339200.0
68.0,35.4,3.0,3.0,1.9,6.0,жб панель,нет,3254400.0
73.1,45.3,2.7,4.0,4.5,16.0,монолитно-каркасный,нет,4058860.0
62.9,39.6,2.8,3.0,2.9,10.0,жб панель,нет,4040950.0
108.8,59.8,2.7,4.0,5.1,1.0,кирпич,нет,6173280.0
59.6,27.4,2.7,2.0,5.0,1.0,кирпич,нет,4339240.0
60.2,27.1,2.8,2.0,9.4,1.0,монолитно-каркасный,нет,4498220.0
58.8,27.6,2.9,1.0,0.3,12.0,жб панель,нет,3878640.0
63.0,36.5,3.1,2.0,10.4,2.0,кирпич,нет,3320300.0
61.1,37.9,3.1,3.0,7.2,7.0,монолитно-каркасный,да,2643820.0
62.0,39.7,2.8,2.0,8.7,6.0,кирпич,нет,3860400.0
64.2,36.0,2.9,2.0,3.7,2.0,жб панель,да,4199780.0
51.3,32.8,2.9,1.0,9.0,1.0,жб панель,да,3651830.0
103.0,48.4,3.1,5.0,5.7,5.0,жб панель,нет,5958200.0
72.8,34.9,2.8,2.0,6.0,3.0,монолитно-каркасный,нет,4232400.0
62.2,39.2,3.3,3.0,0.3,10.0,кирпич,да,4617980.0
54.6,35.5,2.8,1.0,6.6,1.0,монолитно-каркасный,да,3365080.0
90.1,58.6,2.9,4.0,5.7,5.0,монолитно-каркасный,нет,4613720.0
67.3,42.4,2.8,3.0,7.8,3.0,монолитно-каркасный,нет,3795910.0
109.0,56.7,2.8,3.0,5.4,8.0,кирпич,нет,6679500.0
61.6,29.0,2.7,2.0,5.6,0.0,жб панель,нет,3790000.0
64.5,37.4,3.0,2.0,8.1,3.0,монолитно-каркасный,да,3235200.0
61.1,27.5,2.8,2.0,1.5,8.0,жб панель,нет,4030460.0
86.0,53.3,3.5,4.0,9.3,15.0,монолитно-каркасный,да,4694800.0
73.4,43.3,3.0,3.0,8.9,5.0,кирпич,нет,3575720.0000000005
58.0,25.5,2.7,2.0,7.4,4.0,жб панель,да,3000400.0
66.0,35.6,2.8,2.0,0.4,7.0,кирпич,да,3713000.0
51.0,28.6,2.8,1.0,9.1,16.0,кирпич,да,2038000.0
55.1,24.2,2.9,1.0,5.0,3.0,кирпич,нет,3412530.0
64.5,34.2,3.1,3.0,6.8,6.0,монолитно-каркасный,да,3937450.0
110.0,49.5,3.3,4.0,5.5,6.0,монолитно-каркасный,да,6314000.0
72.0,30.2,2.7,2.0,9.4,8.0,кирпич,да,3453600.0
75.7,44.7,3.0,3.0,5.5,6.0,монолитно-каркасный,нет,4944900.0
64.9,37.6,2.9,3.0,6.8,19.0,кирпич,да,4046590.000000001
67.0,33.5,3.5,3.0,4.5,3.0,жб панель,нет,3407900.0
64.0,30.1,3.4,3.0,1.6,3.0,монолитно-каркасный,нет,4484800.0
67.6,32.4,3.0,3.0,6.5,6.0,монолитно-каркасный,нет,3032199.9999999995
67.5,43.9,2.8,2.0,3.4,2.0,монолитно-каркасный,нет,4634250.0
118.0,63.7,2.7,3.0,3.4,5.0,жб панель,да,6035800.0
63.0,29.0,2.8,2.0,4.7,7.0,монолитно-каркасный,да,3509900.0
63.8,28.1,2.7,2.0,9.9,5.0,монолитно-каркасный,нет,3819000.0
87.9,37.8,2.7,4.0,4.9,7.0,кирпич,да,4511510.0
64.3,26.4,3.4,3.0,6.6,1.0,монолитно-каркасный,да,4785930.0
59.0,36.6,2.8,2.0,4.5,2.0,жб панель,нет,3769500.0
72.8,40.8,2.8,2.0,9.6,0.0,кирпич,да,3319760.0
60.0,36.0,2.8,2.0,4.6,8.0,жб панель,да,3990000.0
82.1,41.9,2.8,2.0,5.6,3.0,жб панель,нет,4971800.0
60.7,38.2,3.3,3.0,6.1,5.0,монолитно-каркасный,да,4411300.0
59.4,33.3,2.7,1.0,2.2,10.0,жб панель,да,3832640.0
68.1,39.5,2.8,3.0,10.1,2.0,монолитно-каркасный,да,3111269.9999999995
63.0,25.8,2.7,3.0,7.3,6.0,жб панель,да,3312500.0
158.4,68.1,2.7,5.0,11.9,2.0,монолитно-каркасный,да,8012000.0
55.6,28.9,3.2,2.0,5.7,4.0,монолитно-каркасный,нет,2728240.0
78.4,36.8,2.8,3.0,8.7,0.0,кирпич,нет,5510240.0
61.0,37.2,3.2,3.0,6.0,8.0,кирпич,да,2938700.0
99.5,47.8,3.1,3.0,8.8,8.0,монолитно-каркасный,да,4552800.0
65.2,29.3,2.7,3.0,4.6,1.0,жб панель,нет,4424120.0
58.6,23.4,2.9,1.0,0.3,2.0,монолитно-каркасный,нет,3511740.0
58.2,31.4,3.1,2.0,8.0,4.0,кирпич,нет,3786340.0
54.3,33.7,3.0,2.0,10.1,2.0,монолитно-каркасный,да,3737680.0
65.7,42.7,2.8,3.0,7.2,2.0,жб панель,да,3360020.0
64.0,31.4,3.4,2.0,6.0,6.0,жб панель,да,3986400.0
110.1,65.0,3.1,5.0,4.5,4.0,кирпич,нет,6318120.0
62.3,40.5,2.7,3.0,8.3,3.0,кирпич,да,3361260.0
64.0,27.5,3.1,3.0,6.2,9.0,кирпич,нет,4238400.0
68.0,37.4,3.5,2.0,5.6,1.0,кирпич,да,3901600.0
63.3,29.1,3.0,2.0,7.0,4.0,жб панель,нет,3898370.0
27.1,10.8,2.8,1.0,8.1,7.0,монолитно-каркасный,да,1434050.0
71.8,46.0,3.1,4.0,8.6,1.0,жб панель,да,3408000.0
89.0,38.3,2.7,4.0,3.3,9.0,кирпич,нет,5384100.0
63.3,34.8,3.2,3.0,4.1,2.0,кирпич,нет,3205880.0
71.1,32.7,2.7,3.0,7.7,3.0,монолитно-каркасный,нет,4850680.0
70.0,42.0,2.9,3.0,11.3,2.0,жб панель,да,4522000.0
59.7,35.8,3.3,1.0,4.7,1.0,жб панель,да,4124980.0
59.2,37.9,3.4,1.0,5.3,5.0,монолитно-каркасный,нет,3507920.0
77.3,32.5,2.8,3.0,8.1,4.0,жб панель,да,5499780.0
68.7,37.1,2.8,3.0,7.5,0.0,жб панель,нет,4478790.0
78.0,49.1,2.7,3.0,3.5,9.0,жб панель,да,4530000.0
59.7,25.7,2.8,1.0,10.8,14.0,монолитно-каркасный,нет,2517240.0
71.0,34.8,2.7,4.0,6.4,2.0,монолитно-каркасный,да,3875200.0
86.0,50.7,2.8,3.0,3.0,8.0,кирпич,да,3896200.0
62.2,36.7,2.7,3.0,5.4,4.0,монолитно-каркасный,нет,3777360.0
82.2,34.5,2.8,2.0,3.4,9.0,кирпич,да,4701420.0
62.4,36.8,2.9,3.0,5.4,12.0,монолитно-каркасный,нет,3483280.0
64.0,34.6,2.7,2.0,2.4,8.0,монолитно-каркасный,да,2881600.0
67.0,33.5,3.2,2.0,3.1,15.0,жб панель,да,2711400.0
76.0,44.1,2.7,3.0,5.7,0.0,кирпич,да,4841200.0
81.0,42.9,2.7,2.0,6.8,2.0,монолитно-каркасный,нет,5256100.0
60.3,37.4,3.3,2.0,7.2,3.0,монолитно-каркасный,нет,3469910.0
64.0,29.4,3.3,3.0,9.3,3.0,кирпич,нет,4317600.0
58.0,34.2,3.3,2.0,1.0,1.0,кирпич,нет,3647000.0
65.3,37.2,3.0,2.0,9.2,3.0,монолитно-каркасный,нет,4452100.0
85.5,53.9,3.0,2.0,5.0,10.0,жб панель,нет,4051050.0
55.1,24.2,2.7,2.0,4.8,8.0,монолитно-каркасный,нет,2798250.0
67.0,28.8,2.7,3.0,8.6,6.0,монолитно-каркасный,да,4365400.0
58.1,34.9,3.1,2.0,0.5,7.0,монолитно-каркасный,нет,3766390.0
70.8,30.4,2.7,3.0,6.3,8.0,монолитно-каркасный,нет,3338520.0
77.4,34.8,3.0,3.0,10.3,5.0,кирпич,да,4185360.0
71.7,38.7,2.7,3.0,4.5,3.0,жб панель,нет,4495960.0
61.4,31.3,2.9,3.0,7.3,2.0,жб панель,нет,4032240.0
70.3,33.0,2.7,4.0,2.0,4.0,жб панель,нет,4471570.0
58.8,31.2,3.0,2.0,4.0,2.0,жб панель,нет,2760880.0
84.6,54.1,2.8,2.0,2.6,3.0,кирпич,да,4229080.0
67.0,42.9,3.0,2.0,6.2,2.0,жб панель,да,3256700.0
53.7,26.9,2.7,2.0,6.4,5.0,жб панель,нет,3677560.0
53.2,32.5,2.7,1.0,2.2,15.0,кирпич,да,3393000.0
64.0,39.7,3.1,3.0,6.4,9.0,кирпич,нет,3828400.0
64.4,25.8,3.3,2.0,1.5,8.0,жб панель,да,4185680.000000001
63.0,30.9,2.9,3.0,5.6,8.0,кирпич,да,4001400.0
43.1,17.7,2.8,1.0,3.2,8.0,монолитно-каркасный,да,1519800.0
60.0,25.2,2.8,2.0,3.8,10.0,монолитно-каркасный,да,4428000.0
87.6,44.7,2.7,4.0,5.7,15.0,монолитно-каркасный,да,4895120.0
52.3,22.5,2.8,1.0,5.5,3.0,жб панель,да,3526160.0
61.4,36.8,3.1,2.0,4.2,1.0,жб панель,да,4434340.0
56.0,26.9,2.8,1.0,8.4,6.0,жб панель,да,4061600.0
63.6,25.4,2.9,2.0,6.1,9.0,монолитно-каркасный,да,3207920.0
91.6,42.1,3.0,2.0,6.9,5.0,кирпич,да,4481200.0
88.0,36.1,2.7,4.0,10.4,0.0,жб панель,нет,4735600.0
71.0,29.1,3.1,4.0,3.1,2.0,кирпич,да,4015000.0
73.1,32.9,2.7,3.0,5.1,4.0,монолитно-каркасный,да,3776000.0
65.7,38.8,3.3,3.0,9.4,1.0,монолитно-каркасный,нет,4821130.0
61.0,33.5,2.9,2.0,7.0,12.0,жб панель,да,2264200.0
79.0,49.8,2.7,3.0,5.6,2.0,монолитно-каркасный,нет,4505200.0
54.0,23.2,3.3,2.0,0.5,6.0,монолитно-каркасный,нет,3068600.0
95.6,50.7,2.9,2.0,8.0,3.0,жб панель,нет,6468320.0
91.5,48.5,2.9,3.0,7.7,2.0,монолитно-каркасный,да,6053600.0
43.0,19.4,2.7,1.0,7.3,12.0,монолитно-каркасный,да,3197500.0
133.0,62.5,3.2,5.0,5.8,15.0,монолитно-каркасный,нет,6318800.0
112.6,46.2,3.0,3.0,8.8,15.0,жб панель,да,5023700.0
64.0,41.6,3.1,3.0,7.2,0.0,кирпич,да,3660000.0
52.0,28.1,2.8,2.0,5.6,1.0,монолитно-каркасный,да,4158400.0
67.1,40.9,2.9,3.0,2.9,3.0,кирпич,нет,4636130.0
59.0,31.9,2.8,2.0,4.0,7.0,монолитно-каркасный,да,2572000.0
51.2,28.7,3.2,2.0,0.3,11.0,кирпич,нет,2788320.0
74.0,31.1,3.0,4.0,8.1,3.0,кирпич,да,4727400.0
80.5,51.5,2.7,3.0,0.6,3.0,монолитно-каркасный,нет,4196600.0
84.0,44.5,2.9,3.0,10.7,2.0,кирпич,нет,5514400.0
47.8,22.0,3.5,1.0,5.8,7.0,жб панель,да,2408000.0
44.9,21.1,2.7,1.0,0.5,2.0,кирпич,нет,3018500.0
62.0,25.4,3.1,2.0,4.6,1.0,жб панель,да,3420000.0
71.0,43.3,2.7,3.0,9.7,6.0,монолитно-каркасный,да,4230100.0
60.2,31.9,2.9,2.0,9.7,4.0,монолитно-каркасный,да,3507320.0
67.0,37.5,3.0,2.0,9.5,1.0,жб панель,нет,4466300.0
69.2,29.1,3.3,2.0,5.7,2.0,монолитно-каркасный,да,4675760.0
65.1,33.2,3.0,2.0,6.1,7.0,монолитно-каркасный,да,3421639.9999999995
54.0,30.2,2.7,2.0,5.2,16.0,монолитно-каркасный,нет,3464800.0
96.1,50.0,3.5,4.0,5.2,0.0,монолитно-каркасный,нет,6824160.0
64.6,36.2,3.2,3.0,6.4,11.0,монолитно-каркасный,да,4484060.0
50.0,20.5,2.7,2.0,4.2,1.0,кирпич,да,3660000.0
72.7,39.3,2.9,3.0,4.6,4.0,жб панель,нет,3325680.0
68.1,38.1,2.9,3.0,8.3,2.0,монолитно-каркасный,да,3987040.0
66.0,38.3,2.8,2.0,7.1,16.0,жб панель,нет,4247200.0
71.4,38.6,3.2,3.0,2.1,1.0,кирпич,да,5496720.0
53.0,25.4,2.7,1.0,4.4,3.0,кирпич,да,4160000.0
74.4,43.9,2.7,3.0,5.6,11.0,монолитно-каркасный,да,4646000.0
68.7,28.9,2.9,3.0,0.6,2.0,монолитно-каркасный,нет,4407330.0
70.5,29.6,2.7,3.0,7.4,8.0,кирпич,нет,3072100.0
57.0,33.1,2.8,2.0,5.4,15.0,кирпич,да,2322700.0
65.6,32.1,3.0,2.0,8.1,0.0,кирпич,да,4116560.0
65.5,42.6,3.2,2.0,3.8,5.0,монолитно-каркасный,нет,3756900.0
68.1,33.4,2.7,3.0,5.6,3.0,монолитно-каркасный,нет,3304279.9999999995
70.8,28.3,2.7,4.0,4.3,5.0,кирпич,да,4478000.0
61.6,36.3,2.9,3.0,10.1,2.0,монолитно-каркасный,нет,3387440.0
69.1,39.4,2.8,2.0,3.0,4.0,монолитно-каркасный,да,3540719.9999999995
100.0,44.0,2.8,3.0,2.5,1.0,жб панель,да,5480000.0
68.6,43.2,3.4,2.0,8.3,10.0,кирпич,да,2919859.9999999995
55.8,27.3,3.1,2.0,3.5,11.0,монолитно-каркасный,нет,3515020.0
50.9,30.0,2.9,1.0,5.5,3.0,жб панель,нет,3352560.0
71.6,45.1,2.9,3.0,4.9,6.0,жб панель,да,4235520.0
97.0,60.1,2.7,3.0,3.6,4.0,кирпич,нет,4855700.0
72.7,40.7,2.8,3.0,5.8,4.0,жб панель,да,4925710.0
60.0,35.4,2.7,2.0,0.6,4.0,монолитно-каркасный,да,2776000.0
64.0,35.8,2.7,3.0,5.5,4.0,монолитно-каркасный,нет,3158400.0
58.5,36.3,2.9,1.0,10.8,1.0,кирпич,нет,3021300.0
56.1,33.1,2.7,1.0,6.6,5.0,кирпич,да,2179160.0
63.0,30.9,2.7,3.0,6.5,5.0,монолитно-каркасный,да,2794400.0
63.1,29.0,3.0,2.0,0.1,1.0,монолитно-каркасный,нет,3665560.0
81.0,48.6,2.9,3.0,5.9,4.0,монолитно-каркасный,да,5531800.0
67.4,40.4,2.8,3.0,6.9,6.0,кирпич,да,4490700.0
58.5,30.4,2.8,2.0,6.6,6.0,монолитно-каркасный,нет,3726950.0
51.4,31.9,3.0,2.0,8.6,4.0,жб панель,нет,3340640.0
73.0,45.3,2.9,3.0,5.6,6.0,жб панель,да,3181800.0
85.0,54.4,2.7,2.0,3.8,9.0,кирпич,нет,3945000.0
64.7,39.5,3.4,2.0,2.2,6.0,кирпич,да,4222580.0
57.3,28.1,2.8,1.0,4.3,2.0,монолитно-каркасный,нет,3646650.0
55.6,35.0,2.9,1.0,5.0,2.0,жб панель,нет,3852680.0
68.0,29.2,2.8,2.0,4.1,5.0,монолитно-каркасный,нет,4265600.0
84.2,51.4,2.7,3.0,9.7,0.0,жб панель,да,5400960.0
67.7,31.1,3.1,3.0,5.3,6.0,кирпич,нет,4622620.0
67.0,30.2,2.9,2.0,9.0,5.0,монолитно-каркасный,нет,4782200.0
98.8,42.5,2.8,3.0,7.7,6.0,монолитно-каркасный,да,4974240.0
67.7,35.2,2.8,3.0,5.8,3.0,монолитно-каркасный,нет,4997840.0
96.9,53.3,3.1,3.0,7.2,3.0,монолитно-каркасный,да,6478030.0
65.8,27.0,2.8,2.0,8.3,2.0,жб панель,нет,4630900.0
55.5,36.1,2.7,2.0,9.9,15.0,жб панель,нет,2676250.0
