total_area,living_area,ceil_height,rooms_number,city_center_distance,years_after_repair,price
49.5,30.2,2.7,1.0,7.6,4.0,2202200.0
88.2,38.8,3.2,4.0,6.5,2.0,5424860.0
74.3,34.9,2.9,4.0,6.1,15.0,3767620.0
63.8,38.9,2.7,2.0,3.4,7.0,3670220.0
108.8,55.5,2.7,3.0,7.8,2.0,6746000.0
65.7,36.1,3.3,3.0,6.0,10.0,3908040.0
98.0,54.9,3.0,4.0,5.3,1.0,5826000.0
93.6,47.7,2.7,2.0,9.0,3.0,6144160.0
76.0,49.4,2.8,4.0,5.7,4.0,4044800.0
68.4,34.9,2.8,2.0,10.7,6.0,3535200.0000000005
114.1,70.7,2.8,4.0,6.7,4.0,6859470.0
68.6,32.2,2.8,2.0,8.1,1.0,3520299.9999999995
53.3,30.9,2.8,2.0,3.7,2.0,3888610.0
66.0,31.0,2.8,2.0,4.5,4.0,3926800.0
56.0,27.4,3.0,1.0,1.7,9.0,2805600.0
68.0,29.2,2.8,2.0,2.2,2.0,4034000.0
68.0,38.8,2.7,3.0,2.6,4.0,4638400.0
70.0,34.3,3.1,2.0,5.6,12.0,4589000.0
64.5,33.5,2.8,3.0,7.6,1.0,4292250.0
82.7,34.7,3.4,2.0,9.1,2.0,4030270.0
69.5,28.5,2.7,2.0,7.6,9.0,2839100.0
68.7,30.2,2.8,2.0,2.4,1.0,4250540.0
65.0,36.4,2.7,3.0,6.3,1.0,3358000.0
63.2,39.8,2.7,2.0,3.9,4.0,2881920.0
94.6,45.4,3.0,4.0,5.5,3.0,5721940.0
59.1,30.7,2.7,1.0,7.8,6.0,2745040.0
61.9,31.6,3.4,3.0,6.6,7.0,4360190.0
50.0,25.5,2.9,1.0,5.5,12.0,1815000.0
67.8,33.9,3.5,2.0,5.1,2.0,3728180.0
61.0,29.9,2.9,3.0,8.0,3.0,3411700.0
64.5,29.0,2.9,2.0,6.8,0.0,3550600.0
47.3,20.3,3.3,2.0,7.3,15.0,2187310.0
66.7,27.3,3.0,2.0,6.7,9.0,3461860.0
62.0,29.1,3.3,3.0,8.4,1.0,4938000.0
70.0,40.6,2.7,2.0,5.7,8.0,4648000.0
67.3,41.1,2.8,3.0,4.1,2.0,3151650.0
67.0,41.5,3.3,2.0,5.0,4.0,3910100.0
64.6,27.8,2.9,3.0,7.4,2.0,3659360.0
61.7,27.1,2.8,3.0,6.4,7.0,3488600.0
62.2,36.1,3.3,3.0,7.7,17.0,2403300.0
44.0,22.4,2.7,1.0,5.6,6.0,1583600.0
67.8,28.5,3.0,3.0,4.5,11.0,3195280.0
53.7,29.0,3.0,1.0,5.4,2.0,2694960.0
109.3,43.7,2.8,5.0,7.8,1.0,6613810.0
75.7,34.1,2.7,3.0,4.8,4.0,4071160.0
137.0,68.5,2.8,5.0,5.6,17.0,6590400.0
41.0,23.8,2.7,1.0,10.6,1.0,3252100.0
68.4,32.8,2.7,3.0,0.7,5.0,4255000.0
64.0,28.2,3.0,2.0,7.4,6.0,2906400.0
60.0,28.2,3.1,2.0,3.5,4.0,4462000.0
104.1,54.1,2.7,4.0,3.6,1.0,6150920.0
81.2,51.2,2.7,3.0,6.8,3.0,4260280.0
63.3,25.3,3.0,3.0,6.4,4.0,2888640.0
99.7,58.8,2.8,3.0,7.1,3.0,6612810.0
54.0,29.2,2.8,1.0,7.2,6.0,2017000.0
63.0,38.4,2.8,3.0,4.7,11.0,2716800.0
68.0,33.3,3.0,2.0,8.3,3.0,3656800.0
70.0,44.8,2.8,3.0,9.1,10.0,4599000.0
59.5,36.3,2.8,2.0,6.7,0.0,3035450.0
147.0,64.7,3.1,6.0,3.1,4.0,8835700.0
65.0,26.7,2.9,3.0,5.7,12.0,2994500.0
59.2,29.6,2.7,2.0,10.3,2.0,3834000.0
92.7,40.8,2.8,4.0,10.6,12.0,3951350.0
63.0,33.4,2.7,3.0,8.2,14.0,3707800.0
105.8,65.6,3.4,5.0,6.4,3.0,6949600.0
60.3,36.2,2.8,2.0,5.0,1.0,3864330.0
65.0,35.1,2.8,3.0,5.1,8.0,3745500.0
63.8,40.8,3.0,3.0,3.8,1.0,4073880.0
67.8,33.2,3.0,3.0,7.1,2.0,4832240.0
58.0,34.8,3.1,1.0,3.4,8.0,3769800.0
132.0,81.8,3.5,5.0,9.7,6.0,7567600.0
57.2,28.0,2.8,1.0,2.5,4.0,4090560.0
69.8,40.5,2.7,3.0,7.6,8.0,2746380.0
114.0,49.0,3.0,5.0,11.2,4.0,6059600.0
100.0,47.0,2.9,3.0,7.8,8.0,5520000.0
68.3,40.3,3.1,3.0,7.3,3.0,4139210.0
71.3,39.2,2.8,2.0,2.5,9.0,4662710.0
79.3,46.8,2.8,4.0,7.5,11.0,3489810.0
55.9,24.6,3.2,2.0,5.2,8.0,2492820.0
62.0,28.5,2.7,3.0,5.2,4.0,4320000.0
55.0,28.6,2.9,2.0,10.3,7.0,3158500.0
63.0,37.2,2.7,2.0,1.9,3.0,3720000.0
62.0,40.3,3.0,2.0,9.3,1.0,4639000.0
68.2,28.6,2.8,3.0,6.7,11.0,3467360.0
66.0,33.7,2.7,2.0,4.3,7.0,3879200.0
70.0,32.2,2.9,2.0,0.3,8.0,4872000.0
69.8,30.0,2.7,3.0,8.1,6.0,4181620.0
69.0,38.6,2.7,3.0,5.8,11.0,3862500.0
37.8,20.8,3.2,2.0,9.7,15.0,1346939.9999999998
58.1,27.3,2.7,2.0,1.7,17.0,3260250.0
137.3,76.9,2.7,4.0,5.5,13.0,7939760.000000001
65.7,31.5,2.8,2.0,7.6,6.0,2695770.0
137.0,82.2,3.0,5.0,3.1,3.0,8829600.0
63.0,32.1,2.8,2.0,3.8,2.0,4337100.0
60.4,26.0,2.9,2.0,6.5,2.0,3526880.0
59.0,27.7,2.9,2.0,4.4,9.0,2664800.0
68.0,39.4,2.7,2.0,8.7,3.0,3770800.0
68.0,41.5,2.8,2.0,4.2,3.0,3345600.0
61.0,29.9,2.8,3.0,4.2,1.0,4416200.0
93.1,52.1,2.7,3.0,4.9,1.0,5321860.0
58.1,30.8,3.1,1.0,5.6,4.0,3940470.0
62.0,36.6,2.8,2.0,2.7,6.0,3996000.0
82.0,40.2,2.8,4.0,8.8,5.0,3830200.0
68.5,34.2,2.9,2.0,5.2,4.0,4940400.0
64.0,30.1,3.0,3.0,6.6,8.0,4336400.0
56.4,25.9,3.2,1.0,7.2,1.0,4107560.0
66.8,34.7,3.2,2.0,6.8,12.0,4270480.0
95.5,49.7,3.2,3.0,10.1,5.0,5617550.0
85.2,46.9,3.0,4.0,7.6,17.0,3676280.0
52.0,27.6,3.0,1.0,1.4,4.0,2884000.0
64.1,39.1,2.8,3.0,9.6,2.0,3714470.0
56.3,34.3,3.4,1.0,6.1,5.0,3189850.0
78.1,48.4,2.7,4.0,5.9,1.0,4396000.0
64.0,35.8,2.7,2.0,2.3,13.0,3553200.0
190.5,118.1,3.1,7.0,7.0,6.0,10469450.0
68.5,35.6,3.2,3.0,3.4,19.0,2892700.0
66.5,35.2,3.2,3.0,4.5,3.0,4272950.0
54.1,34.1,2.8,1.0,6.3,5.0,3657470.0
65.4,42.5,2.7,2.0,11.1,3.0,3007760.0000000005
71.0,39.0,2.7,3.0,2.1,3.0,4890000.0
62.8,32.0,2.8,3.0,8.2,5.0,4332400.0
47.7,26.7,2.8,1.0,6.6,8.0,2627350.0
64.0,37.1,2.7,2.0,1.4,3.0,4656800.0
67.2,28.9,2.7,2.0,5.4,8.0,2826640.0
71.0,44.0,2.7,4.0,5.4,8.0,3680200.0
62.9,30.2,3.5,3.0,8.2,2.0,4686730.0
51.0,23.5,2.9,2.0,3.6,2.0,3083400.0
89.2,36.6,3.1,4.0,8.7,2.0,4569040.0
69.5,32.7,2.8,2.0,7.7,5.0,3920650.0
70.6,45.9,3.2,3.0,5.1,3.0,4924240.0
68.4,36.3,2.9,3.0,6.6,2.0,4844520.0
66.0,35.0,2.8,3.0,12.2,3.0,3383000.0
74.1,32.6,2.7,3.0,9.0,2.0,5181540.0
75.7,40.9,3.1,4.0,8.7,7.0,5014340.0
83.2,53.2,3.2,3.0,4.7,7.0,5237280.0
70.6,31.1,2.8,3.0,7.0,4.0,3209519.9999999995
90.1,47.8,3.0,4.0,8.4,7.0,4784510.0
67.7,38.6,2.7,3.0,1.6,1.0,4531250.0
58.1,36.6,2.7,1.0,6.7,1.0,3471140.0
63.7,37.6,3.4,3.0,5.6,3.0,4256590.0
59.1,33.1,2.8,1.0,4.6,5.0,2706430.0
56.8,25.6,3.4,1.0,4.6,9.0,3915520.0
62.0,32.9,2.7,3.0,8.7,7.0,4057200.0
75.8,39.4,2.7,4.0,6.5,3.0,5067040.0
63.8,32.5,2.9,3.0,7.1,3.0,4657140.0
67.8,32.5,3.4,3.0,9.3,1.0,4642420.0
62.9,25.2,2.8,2.0,11.3,11.0,3859670.0
99.5,44.8,2.9,4.0,2.2,4.0,6009200.0
76.2,38.1,2.7,4.0,8.7,15.0,2904280.0
78.2,34.4,2.8,2.0,9.7,3.0,5330100.0
55.5,22.2,3.2,1.0,5.8,9.0,2700150.0
82.0,41.8,3.1,2.0,5.7,3.0,5490800.0
70.2,34.4,3.0,4.0,9.9,2.0,4149020.0
105.5,44.3,3.5,3.0,4.6,8.0,6212850.0
66.9,40.8,2.7,3.0,6.7,2.0,4416890.0
63.0,33.4,2.9,3.0,12.6,6.0,4234200.0
54.0,23.8,2.7,1.0,5.7,2.0,3870000.0
66.0,40.3,2.7,2.0,6.2,7.0,4030000.0
71.7,41.6,3.0,4.0,1.4,9.0,4459170.0
61.2,29.4,2.7,2.0,0.5,2.0,4258000.0
69.8,29.3,2.7,3.0,7.5,8.0,4700880.0
65.2,39.1,2.9,3.0,6.8,7.0,4055560.0
58.5,35.7,2.7,2.0,0.8,11.0,2677700.0
56.6,36.2,3.2,2.0,7.7,5.0,2493180.0
77.2,33.2,3.5,2.0,3.7,5.0,5634640.0
96.0,43.2,3.4,4.0,8.1,2.0,6402000.0
67.8,34.6,2.7,2.0,6.2,1.0,5008000.0
65.0,31.9,2.9,2.0,6.6,7.0,2839000.0
133.0,77.1,2.8,6.0,5.5,3.0,8343600.0
64.5,31.0,3.0,2.0,5.2,1.0,3232850.0
64.2,40.4,3.3,2.0,5.6,12.0,4471740.0
60.1,24.0,2.9,2.0,6.6,5.0,3711910.0
70.5,41.6,3.0,4.0,3.3,5.0,4256400.0
65.7,36.8,2.7,2.0,2.4,6.0,3427170.0
113.8,47.8,2.7,3.0,11.9,5.0,5944500.0
65.8,36.2,2.8,2.0,9.6,3.0,2751900.0
66.4,34.5,2.7,2.0,4.5,2.0,4374000.0
65.0,29.9,2.8,3.0,7.3,2.0,4741500.0
83.0,36.5,2.7,4.0,0.5,9.0,5039600.0
63.0,39.7,2.8,3.0,6.2,10.0,2736800.0
85.8,37.8,2.8,4.0,8.2,1.0,5270900.0
124.7,78.6,2.9,5.0,3.5,9.0,6070730.0
64.5,36.1,3.3,2.0,12.2,15.0,3090500.0
63.0,25.2,2.8,2.0,7.7,12.0,4346800.0
59.9,27.6,2.9,2.0,6.7,3.0,3660090.0
170.3,85.2,2.8,7.0,4.6,1.0,10885330.0
49.0,30.4,3.0,1.0,3.2,3.0,3679200.0
58.1,27.3,2.7,2.0,0.4,4.0,4396110.0
55.2,35.9,2.7,2.0,9.4,8.0,2248000.0
108.6,53.2,2.7,3.0,3.2,13.0,5466660.0
52.6,24.2,2.7,1.0,3.4,11.0,2534560.0
117.0,76.0,3.3,4.0,4.1,7.0,6353000.0
49.0,28.9,3.1,2.0,5.7,3.0,3749400.0
55.5,22.2,2.8,1.0,9.1,12.0,3389350.0
78.0,49.1,3.2,2.0,9.7,7.0,4814400.0
63.9,32.6,2.9,2.0,6.1,4.0,4146490.0
114.2,46.8,2.9,5.0,5.4,3.0,7526260.0
75.0,33.8,3.0,4.0,7.7,0.0,4892500.0
56.0,34.2,2.7,2.0,3.5,5.0,4160000.0
89.1,41.0,3.1,3.0,8.5,3.0,5466710.0
69.3,37.4,2.8,3.0,4.2,2.0,4252650.0
87.0,43.5,3.0,3.0,8.6,11.0,4514000.0
63.1,30.9,3.0,3.0,5.0,2.0,4194230.0
58.4,23.9,2.8,2.0,4.1,1.0,2949280.0
63.5,26.0,3.0,3.0,5.4,17.0,3964550.0
60.0,24.0,2.7,2.0,8.4,16.0,3376000.0
79.4,34.9,3.3,2.0,7.3,5.0,4536960.0
65.8,36.2,3.5,3.0,5.8,2.0,3301460.0
63.8,29.3,2.9,3.0,5.1,16.0,2626920.0
90.0,37.8,2.7,2.0,11.7,2.0,5410000.0
63.2,39.2,2.8,3.0,6.1,6.0,3925520.0
90.0,53.1,2.9,4.0,6.2,3.0,4466000.0
51.0,25.5,3.0,1.0,5.9,12.0,3009500.0
113.0,73.4,3.3,3.0,7.8,5.0,6671400.0
62.5,28.8,3.3,3.0,6.8,6.0,3818750.0
68.7,36.4,2.7,3.0,3.0,8.0,4860250.0
55.0,34.7,2.7,2.0,7.4,11.0,3054500.0
52.0,26.5,2.8,2.0,9.9,1.0,3626000.0
160.0,72.0,2.7,7.0,6.2,3.0,9080000.0
111.6,46.9,2.7,4.0,12.7,8.0,4590000.0
80.8,50.9,2.7,4.0,5.7,3.0,3816000.0
64.8,39.5,2.8,3.0,7.7,7.0,4442160.0
66.0,33.0,3.3,2.0,2.0,5.0,4864800.0
77.2,33.2,3.4,4.0,6.3,5.0,4126400.0
85.0,40.8,2.8,3.0,7.4,1.0,5363000.0
63.3,28.5,3.1,2.0,6.5,9.0,2721770.0
62.5,26.2,2.8,2.0,9.7,2.0,4230000.0
68.0,28.6,2.7,3.0,4.3,1.0,4888400.0
59.3,32.6,2.7,2.0,1.8,10.0,2594170.0
118.0,62.5,2.7,5.0,3.6,9.0,6031600.0
63.7,27.4,3.1,2.0,4.9,2.0,4621250.0
65.0,31.9,3.0,3.0,8.2,7.0,3914000.0
65.5,39.3,2.7,3.0,8.3,9.0,4238750.0
76.0,46.4,3.2,4.0,2.8,5.0,5450400.0
73.0,36.5,2.9,3.0,4.1,7.0,4783200.0
66.2,35.1,2.9,2.0,12.3,0.0,3956080.0
72.5,33.4,3.1,3.0,3.7,3.0,4577750.0
59.1,32.5,3.3,1.0,5.2,14.0,2981400.0
62.0,32.2,2.7,3.0,4.6,4.0,4290000.0
140.0,68.6,3.0,5.0,4.3,10.0,7172000.0
53.0,31.8,3.4,2.0,2.4,7.0,4176000.0
70.9,33.3,3.3,2.0,8.2,16.0,4458810.0
68.0,34.7,2.7,3.0,4.2,8.0,3129200.0
68.0,29.9,2.8,3.0,6.7,4.0,4235600.0
55.7,33.4,3.2,2.0,6.9,7.0,3458190.0
108.4,56.4,2.8,4.0,8.3,11.0,5424280.0
64.1,26.9,2.9,3.0,6.8,7.0,2814979.9999999995
58.6,23.4,2.8,1.0,11.7,4.0,3781280.0
71.0,34.8,2.9,4.0,0.6,8.0,3433600.0
39.0,16.8,2.9,2.0,4.7,15.0,2929900.0
54.7,35.6,3.0,2.0,7.6,3.0,2880720.0
115.1,62.2,2.8,3.0,3.5,11.0,5848420.0
98.1,46.1,3.4,3.0,2.4,8.0,5685810.0
60.0,37.2,3.4,2.0,6.1,5.0,3530000.0
67.8,42.0,3.3,2.0,5.6,2.0,4969700.0
71.8,37.3,2.9,3.0,7.6,6.0,4270540.0
58.6,31.1,3.0,2.0,0.3,6.0,3819380.0
60.4,28.4,2.8,2.0,6.6,4.0,4193200.0
106.4,51.1,3.0,4.0,2.8,11.0,5627120.0
71.1,35.5,3.0,3.0,7.2,5.0,3515129.9999999995
66.6,28.0,2.8,3.0,2.9,13.0,3656260.0
79.3,36.5,2.8,3.0,12.8,4.0,3888060.0
63.0,30.9,2.7,3.0,5.4,11.0,3022800.0
64.6,36.2,2.8,2.0,3.2,5.0,2905559.9999999995
65.0,29.2,2.7,2.0,6.8,6.0,3123000.0
65.2,30.0,3.1,3.0,7.2,2.0,4195000.0
64.9,34.4,2.7,2.0,5.4,9.0,2540560.0000000005
66.3,35.1,3.1,3.0,11.2,6.0,4506280.0
60.9,35.3,3.3,3.0,4.7,4.0,3445350.0
55.5,33.9,2.7,2.0,0.0,12.0,3287950.0
64.4,32.2,2.7,2.0,4.8,2.0,4242640.0
64.6,36.2,2.7,2.0,4.6,4.0,2874499.9999999995
69.0,38.6,3.0,2.0,7.7,10.0,3547700.0
63.0,40.3,2.7,2.0,10.7,9.0,2387800.0
138.2,89.8,2.8,4.0,10.8,7.0,7067859.999999999
68.2,35.5,3.0,2.0,8.1,11.0,3177320.0
68.0,36.0,3.3,3.0,0.4,8.0,4891200.0
60.0,25.8,2.7,2.0,3.5,5.0,4240000.0
64.0,38.4,2.9,3.0,3.3,10.0,4287600.0
64.4,41.9,2.7,2.0,1.5,2.0,3801280.000000001
57.9,35.3,3.1,1.0,11.7,7.0,2544490.0
68.0,29.9,2.8,2.0,3.8,2.0,3205600.0
51.0,21.9,2.8,1.0,2.4,8.0,2188600.0
70.0,36.4,3.1,2.0,1.7,4.0,4594000.0
65.0,35.1,3.3,2.0,6.3,2.0,3877500.0
66.0,27.1,2.8,2.0,0.6,11.0,4867200.0
60.3,29.5,2.8,2.0,5.1,2.0,3324330.0
68.5,37.7,2.8,2.0,3.8,11.0,3712700.0
49.7,30.8,3.1,2.0,6.8,6.0,2897570.0
72.3,39.0,2.7,3.0,3.7,2.0,4278000.0
59.6,26.8,3.5,2.0,2.1,3.0,4095520.0
85.0,43.4,3.2,3.0,5.1,1.0,4726500.0
60.0,30.6,2.9,2.0,7.9,9.0,3222000.0
66.8,42.8,3.4,2.0,8.3,10.0,4610680.0
63.8,30.0,2.7,2.0,8.6,5.0,4097280.0
66.0,37.0,3.2,3.0,8.5,7.0,3041800.0
58.5,36.3,2.7,2.0,5.7,5.0,3247700.0
64.8,30.5,3.1,3.0,9.1,2.0,4075760.0
60.4,39.3,2.8,3.0,7.0,8.0,2303680.0
63.6,31.2,3.0,3.0,4.0,7.0,3652360.0
147.0,72.0,3.0,4.0,10.2,4.0,8502600.0
68.0,38.1,2.8,3.0,4.4,8.0,4554800.0
82.0,41.0,2.7,2.0,7.3,10.0,4145000.0
70.2,33.0,2.9,3.0,6.0,2.0,5056440.0
77.0,43.1,3.0,3.0,4.5,13.0,4930300.0
61.3,29.4,3.1,2.0,5.3,7.0,3298310.0
43.0,26.2,2.7,2.0,4.6,8.0,2252500.0
68.0,36.0,3.0,2.0,6.7,2.0,3526000.0
81.3,43.1,3.1,4.0,6.1,8.0,4404750.0
65.4,42.5,2.8,2.0,1.5,3.0,4456700.0
69.8,45.4,2.8,2.0,0.7,5.0,4362900.0
64.6,30.4,3.0,2.0,2.9,15.0,4420700.0
70.2,32.3,2.7,4.0,4.2,6.0,4109880.0
85.0,54.4,2.8,3.0,2.3,2.0,5194500.0
110.0,45.1,2.8,3.0,5.3,15.0,5671000.0
178.0,96.1,3.3,6.0,2.7,5.0,10350200.0
64.0,33.3,2.8,2.0,7.4,2.0,2930400.0
61.4,28.2,3.3,2.0,6.6,7.0,4415760.0
58.3,23.9,2.9,1.0,8.7,0.0,3681280.0
61.8,36.5,2.8,3.0,8.8,8.0,4239560.0
36.0,17.6,2.9,1.0,4.2,7.0,1672400.0
84.0,40.3,3.3,2.0,4.2,7.0,5796000.0
62.0,29.1,2.9,2.0,9.6,2.0,3120800.0
55.2,23.7,3.0,2.0,3.3,8.0,3997520.0
63.4,39.9,2.7,2.0,3.5,1.0,3920080.0
85.7,42.0,2.9,3.0,8.2,5.0,3970630.0
57.6,31.7,2.9,1.0,10.0,14.0,2598160.0
89.0,47.2,2.7,4.0,5.5,2.0,5333200.0
94.4,59.5,2.8,4.0,7.5,9.0,4353200.0
56.5,22.6,3.5,2.0,4.8,4.0,4439050.0
63.2,30.3,3.0,3.0,1.5,16.0,2926560.0
49.0,25.5,2.8,2.0,7.1,3.0,2740200.0
62.7,38.2,3.5,3.0,7.7,4.0,4148110.0
74.3,35.7,2.9,3.0,5.8,3.0,4905710.0
129.4,82.8,2.8,6.0,6.8,1.0,6868120.0
66.5,31.9,3.1,3.0,0.2,1.0,3915100.0
113.2,47.5,2.9,4.0,7.6,6.0,5559960.0
51.6,27.9,2.7,1.0,9.6,1.0,3567000.0
68.1,32.0,2.9,2.0,11.7,3.0,3696790.0
74.1,31.9,2.7,3.0,10.7,13.0,4249460.0
74.4,48.4,2.7,3.0,7.3,4.0,3571280.0000000005
62.7,33.9,2.9,2.0,4.1,4.0,3745570.0
64.6,42.0,3.1,2.0,2.1,2.0,4096260.0
62.0,27.3,2.8,2.0,6.8,3.0,3373200.0
65.0,37.1,2.7,3.0,11.2,8.0,2632500.0
94.3,49.0,2.9,4.0,6.2,8.0,5244790.0
64.5,26.4,3.2,3.0,2.2,4.0,4450900.0
60.0,38.4,2.9,2.0,6.4,8.0,2898000.0
66.4,33.2,3.3,2.0,3.2,5.0,3653760.000000001
78.5,39.2,2.9,4.0,12.4,3.0,3388150.0
66.2,37.1,2.7,3.0,6.4,11.0,4491560.0
156.0,62.4,3.0,6.0,5.2,1.0,9872000.0
63.4,34.2,3.4,2.0,6.6,3.0,4730340.0
51.0,28.6,3.0,1.0,8.3,3.0,3657600.0
62.0,39.7,2.8,2.0,5.6,8.0,3447600.0
72.2,46.9,2.7,4.0,6.3,3.0,4121500.0
75.0,31.5,3.4,2.0,8.2,7.0,4365000.0
61.6,32.6,2.8,2.0,9.3,2.0,3619760.0
68.4,43.1,3.4,2.0,6.9,2.0,4009760.0
66.3,26.5,2.8,2.0,2.6,4.0,4860710.0
69.1,37.3,3.1,2.0,10.3,7.0,2969039.9999999995
69.6,32.0,3.0,3.0,8.4,2.0,3733440.0
63.0,41.0,2.8,2.0,9.1,16.0,3194000.0
72.5,31.2,2.7,3.0,4.0,2.0,5281250.0
39.0,17.6,2.7,1.0,9.2,9.0,2040900.0
70.6,45.2,3.0,4.0,5.2,2.0,4002480.0
71.0,37.6,2.7,3.0,9.8,5.0,4629800.0
67.9,34.6,2.8,2.0,5.9,4.0,4780670.0
63.9,39.0,3.2,3.0,6.4,5.0,4404540.0
62.6,35.1,2.7,3.0,12.2,0.0,3870880.0
76.0,34.2,3.4,3.0,4.6,3.0,4417600.0
54.0,27.0,2.7,2.0,1.5,9.0,2895200.0
85.9,35.2,3.0,4.0,3.1,2.0,4700550.0
61.0,29.3,2.8,3.0,9.2,11.0,4249600.0
54.3,22.3,2.7,1.0,5.8,1.0,2913160.0
52.4,28.3,2.9,1.0,6.5,2.0,3198280.0
37.0,16.6,2.8,1.0,4.8,1.0,3165100.0
62.0,25.4,3.3,2.0,4.5,4.0,4310800.0
64.0,39.7,3.1,2.0,13.2,6.0,2678400.0
44.6,20.1,2.9,1.0,2.5,6.0,2449380.0
59.0,34.2,2.7,2.0,3.2,8.0,2685800.0
71.5,41.5,3.3,4.0,4.3,4.0,4547300.0
101.0,52.5,2.7,5.0,9.5,4.0,6445600.0
59.0,33.0,2.7,2.0,3.3,1.0,4642900.0
62.8,30.8,2.7,2.0,12.9,3.0,4076320.0
90.1,48.7,3.1,2.0,3.5,16.0,5030250.0
52.8,29.6,2.7,1.0,5.6,8.0,2012320.0
137.5,71.5,3.1,5.0,7.7,6.0,7477500.0
66.0,42.9,2.8,2.0,3.8,7.0,2842200.0
129.8,55.8,2.8,4.0,9.0,3.0,6441780.000000001
63.2,31.0,2.9,3.0,3.0,3.0,4028960.0
61.6,34.5,2.7,2.0,7.2,6.0,3618000.0
64.7,25.9,3.3,3.0,2.5,1.0,3536660.0
58.0,24.9,2.8,2.0,3.5,7.0,3653600.0
63.4,28.5,2.7,3.0,5.9,4.0,3515960.0
63.5,41.3,3.0,2.0,5.4,5.0,3942050.0
56.7,27.2,3.2,2.0,10.3,1.0,2754370.0
61.7,33.3,2.7,2.0,6.8,4.0,3877540.0
42.7,21.4,3.2,1.0,2.4,12.0,3412330.0
79.0,51.4,3.3,3.0,4.3,10.0,3558800.0
79.0,39.5,2.8,3.0,2.1,3.0,4599500.0
82.0,38.5,2.7,3.0,7.8,4.0,5249200.0
88.7,53.2,2.9,3.0,6.3,14.0,4886920.0
75.2,42.9,2.9,4.0,4.8,17.0,3630320.0
66.0,38.3,2.9,3.0,5.3,11.0,2750600.0
63.7,33.1,3.0,3.0,7.5,4.0,4403710.0
137.6,71.6,2.7,6.0,11.4,4.0,6698000.0
63.6,26.1,3.3,2.0,6.7,0.0,3551240.0
58.8,35.9,2.8,1.0,5.5,4.0,3619240.0
32.0,17.3,2.7,1.0,0.8,6.0,1539200.0
60.8,32.2,2.7,3.0,3.7,9.0,4256000.0
58.0,31.3,3.0,2.0,5.2,8.0,3210800.0
61.7,33.3,2.8,2.0,4.8,8.0,3854350.0
45.0,18.4,2.7,1.0,11.8,7.0,2542500.0
54.5,34.9,2.9,1.0,4.2,12.0,2748450.0
41.4,17.8,2.7,2.0,6.1,3.0,1584000.0
74.0,34.8,2.9,3.0,6.9,7.0,5028400.0
57.0,36.5,2.8,2.0,10.0,0.0,3754400.0
65.0,38.4,2.8,3.0,4.6,3.0,2839000.0
62.5,26.2,2.7,3.0,2.4,1.0,4372500.0
88.7,50.6,2.7,4.0,4.4,3.0,5925560.0
63.8,40.8,2.7,3.0,2.0,11.0,3949000.0
77.4,31.7,2.9,3.0,6.3,7.0,3700160.0
66.0,26.4,3.0,2.0,9.5,1.0,3072400.0
59.0,36.0,2.7,2.0,8.3,1.0,3069200.0
77.0,38.5,3.4,3.0,7.3,7.0,5075200.0
76.1,37.3,3.2,2.0,4.7,8.0,4360530.0
75.0,44.2,2.8,3.0,5.8,1.0,4567500.0
74.4,48.4,2.8,4.0,10.4,2.0,3598480.0
93.0,40.9,2.8,3.0,0.7,12.0,6187300.0
154.0,75.5,2.7,7.0,5.3,3.0,9462400.0
58.3,33.8,2.9,1.0,8.5,8.0,3114030.0
74.1,45.2,3.3,4.0,7.1,15.0,4268020.0
63.0,34.0,2.8,2.0,7.4,3.0,4429900.0
95.9,43.2,2.7,3.0,9.2,8.0,4774750.0
57.4,23.5,3.0,2.0,5.6,2.0,4053240.0
62.1,27.3,2.8,3.0,8.6,10.0,3635820.0
70.0,39.9,2.9,3.0,8.6,4.0,4293000.0
64.6,32.9,2.9,2.0,6.4,4.0,3417859.9999999995
70.0,31.5,2.7,2.0,9.7,3.0,4244000.0
60.0,37.2,2.8,2.0,4.5,1.0,3242000.0
81.2,49.5,3.3,3.0,6.1,2.0,5983800.0
95.0,38.9,2.7,4.0,9.1,3.0,4505500.0
63.7,41.4,2.7,3.0,4.6,3.0,3380970.0
59.3,27.9,3.2,1.0,7.8,2.0,4056140.0
67.8,28.5,2.7,2.0,4.4,2.0,3519360.0
68.6,29.5,3.4,2.0,4.4,19.0,3168699.9999999995
95.4,58.2,2.9,3.0,0.2,4.0,5231120.0
70.3,28.1,2.7,4.0,4.6,3.0,4170180.0
69.5,38.2,3.1,2.0,10.6,0.0,3210000.0
69.1,42.8,2.9,3.0,8.2,6.0,4701230.0
55.0,33.0,2.7,2.0,3.0,2.0,2954500.0
62.3,37.4,2.9,3.0,5.4,2.0,3206690.0
60.0,25.2,2.8,2.0,3.2,2.0,3646000.0
93.0,50.2,3.3,3.0,4.5,9.0,6355400.0
59.0,31.9,3.1,2.0,3.1,8.0,2974600.0
66.0,33.0,2.7,2.0,5.4,1.0,4895400.0
65.4,27.5,2.8,2.0,5.6,10.0,3883920.000000001
102.8,42.1,2.7,4.0,4.3,2.0,6931360.0
52.0,26.0,3.4,2.0,9.6,2.0,3884000.0
55.2,22.6,2.9,1.0,1.1,7.0,3731680.0
65.0,28.6,3.4,2.0,8.3,10.0,4626000.0
66.0,31.0,3.1,2.0,7.4,1.0,4775000.0
