id,Оценка комфортности покупки билета онлайн,Оценка качества питания,Оценка качества wifi,Оценка комфортности времени отправления/прибытия,Общая оценка качества предоставленной услуги
85048489,нормально,отсутствует,отсутствует,нормально,нормально
24843960,плохо,плохо,хорошо,плохо,хорошо
10955042,плохо,нормально,нормально,нормально,хорошо
2718770,плохо,плохо,отсутствует,плохо,плохо
61990415,отсутствует,хорошо,плохо,нормально,нормально
30450153,плохо,нормально,отсутствует,плохо,нормально
48655400,нормально,плохо,плохо,плохо,плохо
96635407,отсутствует,отсутствует,отсутствует,нормально,хорошо
25047691,плохо,отсутствует,отсутствует,плохо,нормально
33585532,нормально,плохо,плохо,нормально,нормально
78797115,нормально,хорошо,плохо,хорошо,нормально
568175,плохо,нормально,отсутствует,хорошо,нормально
4306187,нормально,нормально,нормально,нормально,нормально
83676511,нормально,плохо,нормально,плохо,нормально
40796780,плохо,хорошо,отсутствует,плохо,нормально
25083190,хорошо,плохо,хорошо,плохо,хорошо
87293794,нормально,отсутствует,плохо,нормально,плохо
41561345,нормально,отсутствует,нормально,нормально,хорошо
28767711,плохо,плохо,отсутствует,плохо,плохо
75126567,нормально,нормально,нормально,нормально,хорошо
72806807,плохо,отсутствует,отсутствует,плохо,нормально
63122952,нормально,отсутствует,плохо,нормально,нормально
83032463,нормально,отсутствует,нормально,нормально,хорошо
52198023,плохо,отсутствует,отсутствует,нормально,нормально
21519018,нормально,нормально,нормально,плохо,хорошо
20746105,плохо,нормально,отсутствует,хорошо,нормально
34552554,плохо,отсутствует,отсутствует,плохо,нормально
12224346,плохо,плохо,отсутствует,хорошо,плохо
93098534,отсутствует,плохо,отсутствует,плохо,плохо
16963880,нормально,хорошо,нормально,плохо,хорошо
42276535,плохо,отсутствует,отсутствует,нормально,нормально
71854349,плохо,отсутствует,отсутствует,плохо,плохо
18401332,плохо,отсутствует,отсутствует,плохо,нормально
42499155,хорошо,отсутствует,нормально,хорошо,хорошо
48393011,нормально,отсутствует,плохо,хорошо,нормально
50414552,хорошо,отсутствует,хорошо,плохо,хорошо
85032087,нормально,плохо,плохо,плохо,плохо
76148120,нормально,хорошо,нормально,хорошо,хорошо
82622247,плохо,нормально,отсутствует,плохо,нормально
8432917,нормально,нормально,нормально,нормально,нормально
17029480,плохо,отсутствует,нормально,плохо,плохо
27538616,нормально,хорошо,плохо,нормально,нормально
23804075,плохо,отсутствует,отсутствует,плохо,плохо
70389733,отсутствует,отсутствует,отсутствует,нормально,хорошо
95323957,хорошо,отсутствует,плохо,хорошо,нормально
8156493,нормально,отсутствует,плохо,нормально,нормально
86073252,плохо,отсутствует,отсутствует,хорошо,нормально
28218887,плохо,отсутствует,плохо,нормально,плохо
42306238,плохо,отсутствует,нормально,плохо,хорошо
96993278,нормально,хорошо,плохо,нормально,нормально
27500592,нормально,отсутствует,плохо,нормально,нормально
60933854,плохо,отсутствует,отсутствует,плохо,плохо
59600453,плохо,отсутствует,отсутствует,плохо,плохо
78937278,плохо,хорошо,отсутствует,нормально,нормально
42612096,отсутствует,плохо,отсутствует,нормально,плохо
70083644,нормально,нормально,плохо,хорошо,нормально
75130495,нормально,отсутствует,плохо,нормально,нормально
33354178,плохо,нормально,отсутствует,плохо,нормально
64829857,плохо,отсутствует,отсутствует,нормально,нормально
44699057,плохо,отсутствует,отсутствует,нормально,нормально
73417821,нормально,отсутствует,плохо,нормально,нормально
37387782,плохо,отсутствует,отсутствует,нормально,нормально
32477419,нормально,нормально,плохо,плохо,нормально
47040945,плохо,отсутствует,отсутствует,нормально,нормально
75674608,нормально,плохо,нормально,нормально,хорошо
94052705,плохо,нормально,отсутствует,хорошо,нормально
18944789,плохо,хорошо,отсутствует,плохо,нормально
95420981,нормально,отсутствует,нормально,нормально,нормально
58201424,нормально,нормально,нормально,нормально,нормально
76336846,плохо,плохо,отсутствует,нормально,нормально
59116594,плохо,нормально,отсутствует,хорошо,нормально
92474727,плохо,хорошо,отсутствует,нормально,нормально
91218247,нормально,нормально,нормально,нормально,хорошо
48720006,плохо,хорошо,отсутствует,нормально,нормально
40720358,плохо,отсутствует,отсутствует,нормально,нормально
26841088,плохо,отсутствует,отсутствует,плохо,нормально
38852463,плохо,хорошо,отсутствует,плохо,нормально
22712242,плохо,отсутствует,отсутствует,плохо,нормально
12814903,плохо,плохо,отсутствует,нормально,плохо
36336198,плохо,нормально,отсутствует,плохо,нормально
3752106,хорошо,нормально,хорошо,нормально,хорошо
81713828,нормально,отсутствует,плохо,нормально,хорошо
14262366,нормально,хорошо,плохо,нормально,нормально
61130723,нормально,отсутствует,отсутствует,хорошо,нормально
35728499,плохо,нормально,плохо,плохо,нормально
83663409,плохо,отсутствует,отсутствует,плохо,нормально
58949776,нормально,отсутствует,плохо,нормально,плохо
82085264,нормально,отсутствует,нормально,нормально,нормально
35765252,нормально,плохо,плохо,нормально,нормально
92776273,нормально,нормально,плохо,нормально,нормально
17952456,отсутствует,нормально,отсутствует,нормально,хорошо
30810178,нормально,нормально,плохо,нормально,нормально
90303074,плохо,нормально,отсутствует,нормально,нормально
80597568,плохо,нормально,отсутствует,хорошо,нормально
76168905,хорошо,плохо,отсутствует,хорошо,хорошо
40309703,отсутствует,нормально,плохо,нормально,нормально
76347942,плохо,отсутствует,отсутствует,нормально,нормально
43446569,плохо,отсутствует,отсутствует,нормально,плохо
53205856,хорошо,плохо,хорошо,нормально,хорошо
93292413,плохо,отсутствует,отсутствует,плохо,нормально
85347541,плохо,отсутствует,отсутствует,плохо,нормально
84321194,нормально,нормально,плохо,нормально,нормально
17270932,плохо,хорошо,отсутствует,нормально,нормально
10167378,плохо,нормально,отсутствует,хорошо,нормально
60678399,нормально,отсутствует,плохо,плохо,нормально
25072489,плохо,нормально,отсутствует,нормально,нормально
63342198,нормально,отсутствует,плохо,нормально,нормально
87707317,нормально,отсутствует,нормально,нормально,хорошо
78904546,хорошо,нормально,плохо,хорошо,нормально
43455129,плохо,нормально,нормально,плохо,хорошо
35880869,плохо,отсутствует,отсутствует,плохо,нормально
60020663,плохо,хорошо,отсутствует,хорошо,нормально
10078851,нормально,отсутствует,плохо,нормально,нормально
48077478,отсутствует,нормально,отсутствует,плохо,хорошо
37079637,плохо,отсутствует,отсутствует,хорошо,нормально
65187970,нормально,нормально,нормально,плохо,хорошо
54535344,плохо,отсутствует,отсутствует,нормально,нормально
92728355,нормально,плохо,плохо,нормально,нормально
55094234,плохо,отсутствует,отсутствует,нормально,нормально
80377914,нормально,нормально,плохо,хорошо,нормально
76113198,нормально,нормально,плохо,нормально,нормально
44462329,хорошо,нормально,отсутствует,нормально,нормально
86322677,хорошо,нормально,нормально,хорошо,хорошо
44679196,нормально,отсутствует,плохо,нормально,нормально
93564578,плохо,плохо,отсутствует,хорошо,нормально
25744618,нормально,плохо,плохо,плохо,плохо
79641761,нормально,хорошо,плохо,нормально,нормально
37086603,плохо,плохо,отсутствует,нормально,плохо
5295759,нормально,плохо,нормально,нормально,нормально
4538363,нормально,нормально,плохо,хорошо,нормально
44897754,нормально,отсутствует,нормально,нормально,нормально
24632959,нормально,нормально,нормально,нормально,нормально
72794426,нормально,нормально,плохо,нормально,нормально
7302023,нормально,нормально,нормально,хорошо,нормально
75763382,плохо,нормально,плохо,плохо,плохо
59712483,плохо,нормально,плохо,нормально,нормально
79572431,плохо,нормально,отсутствует,плохо,нормально
99972277,хорошо,отсутствует,хорошо,нормально,хорошо
96930806,плохо,нормально,плохо,хорошо,нормально
85058935,плохо,плохо,отсутствует,нормально,плохо
93317760,нормально,отсутствует,плохо,нормально,хорошо
6552152,плохо,отсутствует,плохо,плохо,плохо
46378185,нормально,отсутствует,плохо,плохо,нормально
25122756,плохо,плохо,отсутствует,хорошо,нормально
83723767,плохо,отсутствует,отсутствует,плохо,нормально
58732115,нормально,плохо,плохо,плохо,нормально
11683107,плохо,отсутствует,отсутствует,плохо,нормально
15843567,нормально,нормально,нормально,нормально,хорошо
84671868,нормально,отсутствует,отсутствует,нормально,нормально
13003567,плохо,отсутствует,плохо,нормально,плохо
95087614,хорошо,отсутствует,отсутствует,хорошо,хорошо
56869455,плохо,отсутствует,отсутствует,нормально,нормально
61306752,нормально,плохо,нормально,нормально,хорошо
78515073,нормально,отсутствует,нормально,нормально,хорошо
4602322,нормально,нормально,отсутствует,хорошо,нормально
66832671,нормально,отсутствует,нормально,нормально,нормально
37157340,хорошо,отсутствует,хорошо,хорошо,хорошо
82625281,плохо,отсутствует,отсутствует,нормально,нормально
91691136,плохо,нормально,отсутствует,плохо,нормально
94185618,плохо,отсутствует,отсутствует,плохо,нормально
16971637,плохо,плохо,отсутствует,нормально,нормально
78367217,плохо,плохо,отсутствует,плохо,плохо
15189788,плохо,отсутствует,хорошо,плохо,хорошо
57588144,нормально,хорошо,хорошо,хорошо,нормально
54519240,плохо,нормально,отсутствует,хорошо,нормально
30283707,плохо,нормально,нормально,плохо,хорошо
61668387,плохо,плохо,отсутствует,плохо,плохо
12775732,нормально,нормально,плохо,нормально,плохо
54964708,плохо,хорошо,отсутствует,нормально,нормально
69909522,плохо,отсутствует,отсутствует,хорошо,нормально
64801977,хорошо,отсутствует,хорошо,нормально,хорошо
59703516,плохо,плохо,отсутствует,плохо,плохо
14937440,нормально,плохо,плохо,нормально,нормально
79446418,нормально,отсутствует,плохо,плохо,нормально
9864843,плохо,отсутствует,плохо,плохо,плохо
99038658,плохо,отсутствует,отсутствует,плохо,плохо
93562684,плохо,отсутствует,отсутствует,плохо,плохо
31301064,нормально,плохо,плохо,хорошо,нормально
45437681,нормально,отсутствует,хорошо,нормально,хорошо
41971078,нормально,плохо,плохо,хорошо,нормально
5501372,нормально,отсутствует,отсутствует,плохо,нормально
18665429,нормально,плохо,плохо,плохо,плохо
2002707,нормально,плохо,отсутствует,нормально,нормально
48918425,нормально,нормально,нормально,хорошо,нормально
74911096,нормально,нормально,отсутствует,нормально,нормально
93175713,нормально,плохо,плохо,нормально,нормально
50524461,плохо,отсутствует,отсутствует,нормально,нормально
64835058,хорошо,хорошо,плохо,нормально,хорошо
32321371,нормально,отсутствует,плохо,нормально,нормально
82040969,плохо,отсутствует,отсутствует,нормально,нормально
95743438,плохо,отсутствует,отсутствует,плохо,нормально
80341308,нормально,нормально,нормально,нормально,нормально
83937652,нормально,отсутствует,отсутствует,нормально,нормально
1559654,нормально,плохо,нормально,нормально,хорошо
38802524,нормально,отсутствует,плохо,хорошо,нормально
92865215,нормально,плохо,плохо,нормально,нормально
44846747,плохо,нормально,отсутствует,нормально,нормально
11408826,нормально,отсутствует,плохо,плохо,нормально
62943491,плохо,нормально,отсутствует,нормально,нормально
44959002,нормально,плохо,плохо,нормально,плохо
42440872,нормально,отсутствует,плохо,плохо,плохо
74888346,нормально,нормально,плохо,хорошо,нормально
36825169,нормально,плохо,нормально,хорошо,нормально
65689915,нормально,отсутствует,нормально,нормально,хорошо
34852106,плохо,отсутствует,отсутствует,нормально,нормально
76212026,плохо,нормально,отсутствует,плохо,нормально
28116755,плохо,плохо,отсутствует,хорошо,нормально
81519034,нормально,хорошо,нормально,нормально,хорошо
13240726,плохо,отсутствует,нормально,плохо,хорошо
33079870,плохо,хорошо,отсутствует,плохо,нормально
47576112,плохо,нормально,отсутствует,нормально,нормально
2413690,плохо,отсутствует,отсутствует,плохо,нормально
31940094,хорошо,нормально,плохо,хорошо,хорошо
87739910,нормально,плохо,плохо,нормально,плохо
18886308,плохо,отсутствует,отсутствует,нормально,нормально
44096885,нормально,отсутствует,нормально,хорошо,нормально
69349152,плохо,нормально,отсутствует,плохо,нормально
72405139,плохо,нормально,отсутствует,нормально,нормально
2691841,плохо,отсутствует,отсутствует,хорошо,нормально
82467687,отсутствует,плохо,отсутствует,плохо,хорошо
67214319,плохо,отсутствует,отсутствует,плохо,хорошо
85783796,плохо,отсутствует,нормально,плохо,нормально
69911602,плохо,отсутствует,отсутствует,нормально,нормально
81656141,нормально,отсутствует,нормально,нормально,нормально
21664625,нормально,отсутствует,нормально,нормально,нормально
873880,плохо,отсутствует,отсутствует,плохо,плохо
45945481,хорошо,нормально,отсутствует,хорошо,нормально
95686542,нормально,отсутствует,нормально,плохо,нормально
26114973,нормально,хорошо,плохо,нормально,нормально
48586463,нормально,плохо,плохо,нормально,плохо
93311999,нормально,хорошо,нормально,нормально,хорошо
46086535,нормально,отсутствует,плохо,нормально,нормально
59045260,плохо,нормально,отсутствует,хорошо,нормально
23598485,нормально,нормально,хорошо,нормально,хорошо
60154865,хорошо,нормально,плохо,хорошо,нормально
82854997,отсутствует,отсутствует,отсутствует,нормально,нормально
3346959,нормально,нормально,нормально,нормально,нормально
44571715,отсутствует,отсутствует,отсутствует,плохо,хорошо
38503388,плохо,плохо,отсутствует,нормально,плохо
38590075,хорошо,отсутствует,хорошо,хорошо,хорошо
2534987,плохо,отсутствует,отсутствует,хорошо,нормально
20986460,плохо,нормально,отсутствует,нормально,нормально
36334445,нормально,отсутствует,отсутствует,нормально,нормально
55167409,отсутствует,плохо,отсутствует,плохо,плохо
62613490,плохо,хорошо,отсутствует,нормально,нормально
21266977,нормально,нормально,нормально,плохо,нормально
19771370,хорошо,плохо,отсутствует,нормально,плохо
70344890,плохо,отсутствует,отсутствует,плохо,нормально
12901902,нормально,хорошо,плохо,нормально,нормально
6031156,отсутствует,отсутствует,плохо,хорошо,нормально
98712675,плохо,плохо,плохо,плохо,плохо
37448248,плохо,отсутствует,отсутствует,плохо,нормально
98563052,плохо,плохо,плохо,плохо,хорошо
92520483,плохо,отсутствует,отсутствует,нормально,плохо
33749589,хорошо,отсутствует,плохо,нормально,нормально
62356419,нормально,хорошо,нормально,нормально,хорошо
32402386,нормально,отсутствует,нормально,нормально,хорошо
94944810,нормально,отсутствует,нормально,нормально,хорошо
65438776,нормально,нормально,плохо,нормально,нормально
71274606,нормально,отсутствует,нормально,нормально,хорошо
97995400,плохо,отсутствует,отсутствует,плохо,нормально
80581363,хорошо,отсутствует,нормально,плохо,нормально
47614060,плохо,плохо,отсутствует,плохо,хорошо
19885275,нормально,хорошо,хорошо,нормально,хорошо
26348451,нормально,нормально,нормально,нормально,хорошо
97087668,отсутствует,отсутствует,отсутствует,нормально,нормально
63782211,отсутствует,отсутствует,отсутствует,хорошо,нормально
13080393,плохо,отсутствует,плохо,плохо,нормально
3363137,нормально,нормально,хорошо,нормально,хорошо
77551343,плохо,отсутствует,отсутствует,нормально,нормально
36615828,нормально,отсутствует,отсутствует,нормально,плохо
66130633,плохо,отсутствует,отсутствует,хорошо,нормально
86207572,хорошо,отсутствует,плохо,хорошо,нормально
45481202,хорошо,хорошо,хорошо,хорошо,хорошо
3513478,нормально,нормально,плохо,нормально,нормально
34145274,плохо,отсутствует,отсутствует,плохо,нормально
85775242,плохо,плохо,хорошо,плохо,хорошо
76863141,нормально,нормально,нормально,нормально,хорошо
54092179,плохо,отсутствует,плохо,плохо,плохо
68387166,плохо,плохо,отсутствует,плохо,плохо
13295476,плохо,плохо,плохо,плохо,нормально
67946833,нормально,нормально,плохо,нормально,нормально
40934042,плохо,плохо,отсутствует,плохо,плохо
4460546,нормально,нормально,плохо,нормально,нормально
98544817,нормально,нормально,плохо,нормально,нормально
18828908,плохо,плохо,отсутствует,нормально,нормально
55282913,плохо,отсутствует,отсутствует,плохо,нормально
896099,плохо,отсутствует,нормально,плохо,хорошо
64408778,плохо,плохо,отсутствует,плохо,плохо
46080647,хорошо,плохо,отсутствует,хорошо,плохо
58579755,плохо,нормально,отсутствует,нормально,нормально
16620766,плохо,отсутствует,отсутствует,нормально,нормально
65972475,плохо,нормально,отсутствует,плохо,нормально
20564057,плохо,плохо,отсутствует,плохо,плохо
98640262,нормально,нормально,плохо,хорошо,нормально
5447707,нормально,хорошо,нормально,нормально,нормально
68213255,плохо,нормально,отсутствует,хорошо,нормально
66799741,нормально,нормально,плохо,хорошо,нормально
70559087,нормально,отсутствует,плохо,хорошо,нормально
16927208,плохо,плохо,отсутствует,нормально,нормально
36073170,нормально,нормально,плохо,плохо,нормально
61530659,хорошо,плохо,нормально,хорошо,хорошо
79801509,плохо,отсутствует,отсутствует,нормально,нормально
52906518,нормально,нормально,плохо,нормально,нормально
22956298,нормально,плохо,нормально,нормально,хорошо
20202926,хорошо,хорошо,нормально,нормально,хорошо
95430414,хорошо,плохо,хорошо,хорошо,хорошо
54879454,плохо,нормально,плохо,нормально,нормально
95727541,нормально,отсутствует,нормально,нормально,нормально
9311716,плохо,отсутствует,отсутствует,нормально,нормально
27355113,нормально,плохо,нормально,хорошо,нормально
9732984,нормально,отсутствует,плохо,хорошо,нормально
49611128,нормально,нормально,нормально,нормально,хорошо
89300316,нормально,хорошо,хорошо,нормально,хорошо
39485980,нормально,нормально,нормально,плохо,нормально
76916197,плохо,отсутствует,нормально,плохо,нормально
71533974,плохо,отсутствует,отсутствует,нормально,нормально
10223123,нормально,плохо,отсутствует,нормально,нормально
13070560,плохо,отсутствует,отсутствует,плохо,хорошо
95373036,плохо,плохо,отсутствует,плохо,плохо
42572124,плохо,нормально,отсутствует,плохо,нормально
39624482,плохо,отсутствует,хорошо,нормально,хорошо
76338562,плохо,хорошо,отсутствует,хорошо,нормально
97487771,хорошо,хорошо,хорошо,плохо,хорошо
4266940,плохо,отсутствует,отсутствует,нормально,нормально
74656028,нормально,нормально,нормально,нормально,нормально
88667276,плохо,нормально,отсутствует,плохо,нормально
39797676,плохо,отсутствует,отсутствует,хорошо,нормально
9041042,плохо,плохо,отсутствует,плохо,нормально
87927389,нормально,отсутствует,плохо,хорошо,нормально
59239568,нормально,плохо,отсутствует,нормально,плохо
3601643,отсутствует,нормально,отсутствует,плохо,хорошо
69265605,плохо,хорошо,хорошо,плохо,хорошо
24991602,отсутствует,отсутствует,плохо,хорошо,нормально
14334757,плохо,нормально,отсутствует,плохо,нормально
91504765,нормально,нормально,плохо,плохо,нормально
88173709,плохо,отсутствует,хорошо,плохо,хорошо
68999329,нормально,отсутствует,плохо,плохо,нормально
48383958,плохо,хорошо,хорошо,нормально,хорошо
89447983,плохо,хорошо,плохо,хорошо,нормально
87906306,нормально,плохо,плохо,хорошо,нормально
76123584,плохо,нормально,отсутствует,плохо,нормально
31782564,нормально,нормально,нормально,нормально,нормально
68921662,плохо,плохо,отсутствует,хорошо,нормально
37599020,нормально,плохо,нормально,нормально,нормально
90104520,нормально,плохо,отсутствует,нормально,нормально
1278795,плохо,нормально,отсутствует,нормально,нормально
87111775,нормально,отсутствует,нормально,плохо,нормально
67279136,нормально,плохо,плохо,нормально,нормально
62010808,плохо,нормально,отсутствует,плохо,нормально
84685327,плохо,нормально,отсутствует,плохо,нормально
24873709,нормально,отсутствует,нормально,хорошо,нормально
67534514,нормально,хорошо,плохо,нормально,нормально
35281262,плохо,нормально,отсутствует,нормально,нормально
69562489,нормально,нормально,плохо,плохо,нормально
18692266,нормально,плохо,отсутствует,плохо,плохо
72756920,нормально,отсутствует,нормально,плохо,нормально
14068293,плохо,плохо,отсутствует,нормально,плохо
72698293,нормально,нормально,нормально,плохо,нормально
55586183,нормально,отсутствует,плохо,плохо,нормально
17765164,нормально,нормально,плохо,плохо,нормально
31453363,нормально,нормально,плохо,нормально,нормально
60083926,отсутствует,отсутствует,отсутствует,нормально,хорошо
8975249,нормально,нормально,нормально,нормально,нормально
95304852,хорошо,плохо,отсутствует,хорошо,нормально
85395658,нормально,отсутствует,плохо,нормально,нормально
32494130,плохо,плохо,отсутствует,хорошо,плохо
32210547,плохо,отсутствует,отсутствует,плохо,нормально
75289294,нормально,нормально,нормально,хорошо,хорошо
3739268,хорошо,нормально,хорошо,нормально,хорошо
10555344,плохо,нормально,отсутствует,плохо,нормально
84705748,плохо,плохо,отсутствует,нормально,нормально
98874006,хорошо,нормально,хорошо,хорошо,хорошо
90470444,плохо,плохо,отсутствует,хорошо,плохо
67768241,хорошо,нормально,хорошо,плохо,хорошо
13709069,плохо,нормально,отсутствует,нормально,нормально
37174928,нормально,отсутствует,плохо,нормально,нормально
29412206,плохо,отсутствует,отсутствует,плохо,хорошо
77749777,плохо,нормально,отсутствует,плохо,нормально
87623675,хорошо,отсутствует,отсутствует,хорошо,нормально
78381855,плохо,отсутствует,отсутствует,хорошо,нормально
68011218,плохо,отсутствует,отсутствует,плохо,нормально
20237476,нормально,хорошо,плохо,хорошо,нормально
38631318,плохо,нормально,плохо,плохо,плохо
57101525,хорошо,отсутствует,хорошо,нормально,хорошо
82876909,нормально,отсутствует,плохо,плохо,нормально
74925811,нормально,нормально,плохо,хорошо,нормально
55898629,отсутствует,нормально,отсутствует,хорошо,хорошо
62144075,нормально,отсутствует,плохо,нормально,нормально
8065155,нормально,отсутствует,нормально,нормально,хорошо
29457454,плохо,нормально,отсутствует,нормально,нормально
69010124,нормально,плохо,нормально,нормально,нормально
82909261,нормально,плохо,отсутствует,плохо,нормально
84571822,плохо,отсутствует,отсутствует,нормально,нормально
35674163,нормально,отсутствует,нормально,плохо,хорошо
38246901,нормально,нормально,плохо,хорошо,нормально
97270650,нормально,плохо,плохо,плохо,нормально
93436528,нормально,хорошо,плохо,хорошо,нормально
5731790,плохо,нормально,отсутствует,нормально,нормально
42248339,плохо,нормально,отсутствует,плохо,хорошо
25404638,плохо,отсутствует,отсутствует,хорошо,нормально
43372461,плохо,плохо,отсутствует,нормально,нормально
54647259,плохо,отсутствует,отсутствует,хорошо,нормально
32039932,хорошо,плохо,хорошо,нормально,хорошо
27055388,плохо,отсутствует,отсутствует,плохо,нормально
252101,нормально,отсутствует,нормально,нормально,хорошо
91347918,плохо,хорошо,плохо,нормально,нормально
69170898,нормально,хорошо,плохо,нормально,нормально
40625319,плохо,отсутствует,отсутствует,хорошо,плохо
69664818,хорошо,отсутствует,плохо,хорошо,нормально
72823715,хорошо,отсутствует,плохо,плохо,нормально
15508636,плохо,отсутствует,нормально,плохо,хорошо
38175652,нормально,плохо,хорошо,нормально,хорошо
8297942,плохо,нормально,отсутствует,хорошо,нормально
17740164,нормально,нормально,плохо,нормально,нормально
1109010,отсутствует,плохо,отсутствует,плохо,нормально
4302329,плохо,отсутствует,плохо,нормально,нормально
63140446,плохо,отсутствует,отсутствует,плохо,хорошо
35898547,плохо,нормально,отсутствует,плохо,нормально
89313446,нормально,нормально,плохо,нормально,нормально
46456903,плохо,отсутствует,отсутствует,нормально,нормально
38669565,отсутствует,хорошо,отсутствует,хорошо,нормально
2041151,плохо,хорошо,хорошо,плохо,хорошо
24267550,плохо,плохо,отсутствует,нормально,плохо
34923599,нормально,нормально,плохо,плохо,нормально
18347908,отсутствует,нормально,отсутствует,нормально,хорошо
54182321,нормально,плохо,нормально,хорошо,нормально
7907784,нормально,отсутствует,отсутствует,нормально,нормально
17198300,нормально,отсутствует,нормально,нормально,нормально
85249054,плохо,хорошо,хорошо,плохо,хорошо
56821802,плохо,нормально,отсутствует,плохо,нормально
15960006,нормально,нормально,плохо,нормально,нормально
47595369,нормально,отсутствует,отсутствует,нормально,нормально
23351735,нормально,отсутствует,плохо,хорошо,нормально
12209944,плохо,отсутствует,отсутствует,плохо,хорошо
20091781,хорошо,плохо,нормально,нормально,нормально
26606386,нормально,хорошо,нормально,нормально,нормально
74019685,нормально,нормально,нормально,плохо,нормально
29243187,нормально,нормально,плохо,нормально,нормально
46578369,плохо,хорошо,отсутствует,плохо,плохо
40661428,нормально,плохо,плохо,хорошо,нормально
88608510,нормально,отсутствует,отсутствует,плохо,нормально
54018128,нормально,отсутствует,нормально,нормально,хорошо
54188866,нормально,отсутствует,плохо,плохо,нормально
15362581,хорошо,нормально,хорошо,нормально,хорошо
11738572,плохо,хорошо,отсутствует,нормально,нормально
72563736,нормально,отсутствует,нормально,нормально,хорошо
34774326,плохо,отсутствует,отсутствует,плохо,нормально
3849439,нормально,отсутствует,нормально,плохо,нормально
79252091,нормально,плохо,плохо,нормально,нормально
59284295,плохо,отсутствует,отсутствует,хорошо,нормально
80803885,хорошо,плохо,хорошо,хорошо,хорошо
15254037,нормально,плохо,плохо,нормально,плохо
81070183,отсутствует,плохо,хорошо,нормально,хорошо
5680183,хорошо,плохо,отсутствует,хорошо,нормально
62330005,хорошо,плохо,хорошо,нормально,хорошо
89468780,плохо,нормально,отсутствует,хорошо,нормально
45669308,плохо,хорошо,хорошо,плохо,хорошо
13159047,нормально,плохо,нормально,хорошо,нормально
28010574,плохо,отсутствует,отсутствует,плохо,нормально
79765935,плохо,плохо,отсутствует,плохо,плохо
11494607,плохо,отсутствует,отсутствует,нормально,плохо
8943879,плохо,отсутствует,отсутствует,хорошо,нормально
83312197,плохо,плохо,отсутствует,плохо,плохо
41268111,плохо,нормально,плохо,плохо,плохо
12750524,нормально,хорошо,нормально,плохо,хорошо
97890969,нормально,плохо,плохо,нормально,нормально
52054678,нормально,плохо,плохо,нормально,хорошо
69137148,хорошо,нормально,нормально,нормально,нормально
64466921,плохо,отсутствует,отсутствует,плохо,нормально
21681212,плохо,нормально,нормально,плохо,нормально
85578639,нормально,плохо,отсутствует,нормально,нормально
87153725,нормально,отсутствует,плохо,плохо,нормально
84221797,плохо,нормально,отсутствует,нормально,нормально
86610396,плохо,нормально,плохо,нормально,хорошо
63347265,нормально,отсутствует,нормально,хорошо,хорошо
23232406,плохо,отсутствует,отсутствует,плохо,нормально
69243048,плохо,отсутствует,отсутствует,нормально,нормально
95891793,плохо,отсутствует,отсутствует,нормально,нормально
97907658,плохо,плохо,отсутствует,плохо,плохо
41443103,плохо,нормально,отсутствует,плохо,нормально
57651406,плохо,нормально,отсутствует,хорошо,нормально
34501008,плохо,нормально,отсутствует,нормально,нормально
45664715,плохо,отсутствует,отсутствует,хорошо,нормально
